"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"813",813,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2005,2,500,1000
"814",814,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2005,329,303.25,99769
"815",815,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2005,NA,NA,NA
"816",816,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",2005,52904,7.25,383554
"817",817,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Resident Bear Tags",2005,22653,28.75,651274
"818",818,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Non-Resident Bear Tags",2005,283,194.5,55044
"819",819,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Resident Wild Pig Tag",2005,47400,15.25,722850
"820",820,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Non-Resident Wild Pig Tag",2005,1299,50.75,65924
"821",821,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Lifetime Wild Pig Tags",2005,7255,NA,12696
"822",822,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",2005,2527,11.5,29061
"823",823,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Shipping Tags",2005,723,4.25,3073
"824",824,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Duck Validation",2005,67617,13.5,912830
"825",825,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Duck Validation",2005,1667,10,16670
"826",826,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Waterfowl Reservation Application",2005,698212,1.25,872765
"827",827,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2005,33913,14,474782
"828",828,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2005,3047,23,70081
"829",829,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type A Wildlife Area Season Pass",2005,3393,106.75,362203
"830",830,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type B Wildlife Area Season Pass",2005,1068,35.5,37914
"831",831,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Upland Game Bird Validation",2005,189996,6.5,1234974
"832",832,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2005,1726,6.25,10788
"833",833,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Resident Hunting (Annual)",2006,265030,33.25,8812248
"834",834,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Hunting",2006,3568,29.25,104364
"835",835,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Junior Hunting (Annual)",2006,22442,8.75,196368
"836",836,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Junior Hunting",2006,516,7.25,3741
"837",837,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Disabled Veteran Hunting",2006,1292,5.5,7106
"838",838,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident Hunting (Annual)",2006,4457,115.75,515898
"839",839,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 1-Day Hunting",2006,938,16,15008
"840",840,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 2-Day Hunting",2006,3425,33.25,113881
"841",841,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident First Deer Tag",2006,138652,19,2634388
"842",842,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident First Deer Tag",2006,887,192.5,170748
"843",843,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident Second Deer Tag",2006,44433,24.5,1088609
"844",844,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident Second Deer Tag",2006,85,192.5,16363
"845",845,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Lifetime Deer Tag",2006,1519,19.25,29241
"846",846,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Duplicate/Exchange Deer Tag",2006,1252,7.5,9390
"847",847,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2006,263,106.25,27944
"848",848,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2006,NA,NA,NA
"849",849,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2006,17,300.25,5104
"850",850,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2006,1,500,500
"851",851,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2006,313,318.5,99691
"852",852,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2006,NA,NA,NA
"853",853,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",2006,54516,7.5,408870
"854",854,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Resident Bear Tags",2006,23771,29.25,695302
"855",855,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Non-Resident Bear Tags",2006,288,203.25,58536
"856",856,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Resident Wild Pig Tag",2006,49357,16,789712
"857",857,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Non-Resident Wild Pig Tag",2006,1369,53.25,72899
"858",858,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Lifetime Wild Pig Tags",2006,8285,NA,14499
"859",859,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",2006,2836,12,34032
"860",860,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Shipping Tags",2006,903,3,2709
"861",861,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Duck Validation",2006,69650,14.25,992513
"862",862,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Duck Validation",2006,1876,10,18760
"863",863,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Waterfowl Reservation Application",2006,714665,1.25,893331
"864",864,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2006,35613,14.75,525292
"865",865,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2006,3089,24.25,74908
"866",866,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type A Wildlife Area Season Pass",2006,3381,112.25,379517
"867",867,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type B Wildlife Area Season Pass",2006,1239,37.25,46153
"868",868,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Upland Game Bird Validation",2006,193888,6.75,1308744
"869",869,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2006,1944,6.25,12150
"870",870,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Resident Hunting (Annual)",2007,261495,35.5,9283073
"871",871,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Hunting",2007,3887,29.25,113695
"872",872,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Junior Hunting (Annual)",2007,21683,9.25,200568
"873",873,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Junior Hunting",2007,524,7.25,3799
"874",874,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Disabled Veteran Hunting",2007,1464,5.75,8418
"875",875,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident Hunting (Annual)",2007,4351,123.25,536261
"876",876,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 1-Day Hunting",2007,857,17,14569
"877",877,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 2-Day Hunting",2007,3351,35.5,118961
"878",878,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident First Deer Tag",2007,139155,20.25,2817889
"879",879,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident First Deer Tag",2007,871,205.25,178773
"880",880,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident Second Deer Tag",2007,45021,26,1170546
"881",881,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident Second Deer Tag",2007,101,205.25,20730
"882",882,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Lifetime Deer Tag",2007,1729,19.25,33283
"883",883,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Duplicate/Exchange Deer Tag",2007,1307,8,10456
"884",884,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2007,225,113.25,25481
"885",885,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2007,2,350,700
"886",886,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2007,21,320,6720
"887",887,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2007,0,500,NA
"888",888,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2007,374,339.5,126973
"889",889,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2007,0,1050,NA
"890",890,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",2007,56704,7.5,425280
"891",891,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Resident Bear Tags",2007,24599,31.25,768719
"892",892,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Non-Resident Bear Tags",2007,293,216.5,63435
"893",893,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Resident Wild Pig Tag",2007,45048,17,765816
"894",894,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Non-Resident Wild Pig Tag",2007,1184,56.75,67192
"895",895,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Lifetime Wild Pig Tags",2007,9115,NA,15951
"896",896,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",2007,3215,12.75,40991
"897",897,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Shipping Tags",2007,801,3,2403
"898",898,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Duck Validation",2007,71190,15.25,1085648
"899",899,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Duck Validation",2007,2067,10,20670
"900",900,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Waterfowl Reservation Application",2007,778649,1.25,973311
"901",901,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2007,36940,15.75,581805
"902",902,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2007,3027,25.75,77945
"903",903,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type A Wildlife Area Season Pass",2007,3607,119.5,431037
"904",904,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type B Wildlife Area Season Pass",2007,1209,39.75,48058
"905",905,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Upland Game Bird Validation",2007,192475,7.25,1395444
"906",906,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2007,2116,6.25,13225
"907",907,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Resident Hunting (Annual)",2008,258138,37,9551106
"908",908,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Hunting",2008,4193,29.25,122645
"909",909,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Junior Hunting (Annual)",2008,20861,9.75,203395
"910",910,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Junior Hunting",2008,589,7.25,4270
"911",911,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Disabled Veteran Hunting",2008,1550,6,9300
"912",912,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident Hunting (Annual)",2008,3996,128.5,513486
"913",913,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 1-Day Hunting",2008,931,17.75,16525
"914",914,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 2-Day Hunting",2008,2973,37,110001
"915",915,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident First Deer Tag",2008,141435,21,2970135
"916",916,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident First Deer Tag",2008,1010,214,216140
"917",917,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident Second Deer Tag",2008,44254,27,1194858
"918",918,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident Second Deer Tag",2008,79,214,16906
"919",919,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Lifetime Deer Tag",2008,1888,19.25,36344
"920",920,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Duplicate/Exchange Deer Tag",2008,1248,8.25,10296
"921",921,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2008,228,118,26904
"922",922,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2008,1,365,365
"923",923,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2008,21,333.75,7009
"924",924,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2008,2,500,1000
"925",925,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2008,385,354,136290
"926",926,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2008,4,1094.75,4379
"927",927,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",2008,57946,7.5,434595
"928",928,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Resident Bear Tags",2008,25098,32.5,815685
"929",929,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Non-Resident Bear Tags",2008,265,225.75,59824
"930",930,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Resident Wild Pig Tag",2008,47461,17.75,842433
"931",931,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Non-Resident Wild Pig Tag",2008,1060,59.25,62805
"932",932,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Lifetime Wild Pig Tags",2008,9790,NA,17133
"933",933,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",2008,3196,13.25,42347
"934",934,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Shipping Tags",2008,670,3,2010
"935",935,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Duck Validation",2008,68860,16,1101760
"936",936,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Duck Validation",2008,2231,10,22310
"937",937,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Waterfowl Reservation Application",2008,737285,1.25,921606
"938",938,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2008,36759,16.5,606524
"939",939,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2008,3190,26.75,85333
"940",940,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type A Wildlife Area Season Pass",2008,3515,124.5,437618
"941",941,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Type B Wildlife Area Season Pass",2008,1073,41.5,44530
"942",942,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Upland Game Bird Validation",2008,185725,7.5,1392938
"943",943,"tabula-2000s Items Hunting.csv","2000s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2008,2280,6.25,14250
"944",944,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Resident Hunting (Annual)",2009,254522,39.25,9989989
"945",945,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Hunting",2009,4559,29.25,133351
"946",946,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Junior Hunting (Annual)",2009,20592,10.25,211068
"947",947,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Lifetime Junior Hunting",2009,636,7.25,4611
"948",948,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Disabled Veteran Hunting",2009,1784,6.25,11150
"949",949,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident Hunting (Annual)",2009,3834,136.5,523341
"950",950,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 1-Day Hunting",2009,730,18.75,13688
"951",951,"tabula-2000s Items Hunting.csv","2000s","Hunting Licenses","Non-Resident 2-Day Hunting",2009,2952,39.25,115866
"952",952,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident First Deer Tag",2009,141582,22.25,3150200
"953",953,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident First Deer Tag",2009,955,227.25,217024
"954",954,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Resident Second Deer Tag",2009,43079,28.75,1238521
"955",955,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Non-Resident Second Deer Tag",2009,62,227.25,14090
"956",956,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Lifetime Deer Tag",2009,2036,19.25,39193
"957",957,"tabula-2000s Items Hunting.csv","2000s","Deer Tags","Duplicate/Exchange Deer Tag",2009,1120,8.75,9800
"958",958,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2009,260,125.25,32565
"959",959,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2009,1,387.5,388
"960",960,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2009,19,354.5,6736
"961",961,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2009,0,500,NA
"962",962,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2009,390,376,146640
"963",963,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2009,5,1162.5,5813
"964",964,"tabula-2000s Items Hunting.csv","2000s","Antelope, Bighorn Sheep, Elk Draw","EAS Drawing Application",2009,58620,7.5,439650
"965",965,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Resident Bear Tags",2009,24434,34.5,842973
"966",966,"tabula-2000s Items Hunting.csv","2000s","Bear Tags","Non-Resident Bear Tags",2009,285,239.75,68329
"967",967,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Resident Wild Pig Tag",2009,45747,18.75,857756
"968",968,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Non-Resident Wild Pig Tag",2009,904,63,56952
"969",969,"tabula-2000s Items Hunting.csv","2000s","Wild Pig Tags","Lifetime Wild Pig Tags",2009,10610,NA,18568
"970",970,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Hunting Tags (Book of 5)",2009,3271,14,45794
"971",971,"tabula-2000s Items Hunting.csv","2000s","Bobcat Tags","Bobcat Shipping Tags",2009,473,3,1419
