"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rockfish","2011",1013,"50-75%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Other Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Groundfish","2011",3403,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Pacific Cod","2011",987,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pacific Cod","2011",115521,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","All Groundfish","2011",466248,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","All Groundfish","2011",607182,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Arrowtooth","2011",575,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Arrowtooth","2011",195,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Pollock","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Pollock","2011",502,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rock Sole","2011",9,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rockfish","Rock Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Pacific Cod","2011",202,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Pollock","2011",58,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","All Groundfish","2011",123894,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","All Groundfish","2011",987,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Arrowtooth","2011",189,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Atka Mackerel","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Rock Sole","2011",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Rockfish","2011",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Sablefish","2011",524,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Arrowtooth","2011",10056,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Atka Mackerel","2011",63,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Other Flatfish","2011",509,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Flathead Sole","2011",272,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Pacific Cod","2011",64847,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Pacific Cod","2011",151935,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Pollock","2011",565024,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Pollock","2011",630157,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Flatfish","2011",18,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Flathead Sole","2011",1,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Kamchatka Flounder","2011",14,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Kamchatka Flounder","2011",3371,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Sablefish","2011",0,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Sablefish","2011",87,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Turbot","2011",2,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Turbot","2011",1573,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Other Flatfish","2011",16933,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Other Flatfish","2011",479,"10-25%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Flathead Sole","2011",10132,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Flathead Sole","2011",1504,"5-10%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Kamchatka Flounder","2011",9560,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Kamchatka Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Sablefish","2011",148,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Pacific Cod","2011",3322,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Pacific Cod","2011",24893,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Pollock","2011",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Pollock","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Yellowfin Sole","2011",28,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Yellowfin Sole","2011",143654,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","All Groundfish","2011",16271,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Other Groundfish","2011",849,"10-25%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Other Groundfish","2011",5392,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","All Groundfish","2011",1046513,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","All Groundfish","2011",707458,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Arrowtooth","2011",15726,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Arrowtooth","2011",670,"5-10%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Other Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Atka Mackerel","2011",6,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Flatfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rock Sole","2011",54143,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rock Sole","2011",1716,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rockfish","2011",950,"50-75%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rockfish","2011",24896,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Atka Mackerel","2011",44924,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Atka Mackerel","2011",5008,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Pacific Cod","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Pacific Cod","2011",55,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Rockfish","2011",30,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Rockfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Flathead Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Groundfish","2011",25,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Other Groundfish","2011",7,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pacific Cod","2011",78,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pollock","2011",10,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Rockfish","2011",42,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Groundfish","2011",1982,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Groundfish","2011",824,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Flatfish","2011",353,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Flathead Sole","2011",2393,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Kamchatka Flounder","2011",41,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Rockfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","All Groundfish","2011",233,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Sablefish","2011",31,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Turbot","2011",1804,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","All Groundfish","2011",25450,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","All Groundfish","2011",3322,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Pacific Cod","2011",33015,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Pacific Cod","2011",38910,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Pollock","2011",630156,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Pollock","2011",560449,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Pacific Cod","2011",913,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Sablefish","2011",661,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Sablefish","2011",413,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Turbot","2011",1991,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","All Groundfish","2011",2113,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Arrowtooth","2011",141,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Other Flatfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Flathead Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Kamchatka Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Flatfish","2011",479,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Flathead Sole","2011",1504,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Flathead Sole","2011",10132,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Kamchatka Flounder","2011",9546,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Kamchatka Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Sablefish","2011",7,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Turbot","2011",54,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Pollock","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Rockfish","2011",33,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Rockfish","2011",52,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","All Groundfish","2011",916693,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","All Groundfish","2011",680241,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Arrowtooth","2011",15379,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Arrowtooth","2011",670,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","All Groundfish","2011",7077,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Arrowtooth","2011",311,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rock Sole","2011",0,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rockfish","2011",131,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Rockfish","2011",62,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Sablefish","2011",513,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Sablefish","2011",375,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Turbot","2011",48,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Atka Mackerel","2011",5002,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Atka Mackerel","2011",44924,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Flatfish","2011",16915,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Groundfish","2011",54,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pacific Cod","2011",246,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pacific Cod","2011",1256,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Kamchatka Flounder","2011",14,"25-50%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Groundfish","2011",3410,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Other Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Arrowtooth","2011",17,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Kamchatka Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Other Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Rockfish","2011",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Sablefish","2011",524,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pollock","2011",245,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pollock","2011",207,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rock Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rock Sole","2011",52,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rockfish","2011",743,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rockfish","2011",5225,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pacific Cod","2011",115599,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Pacific Cod","2011",1044,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pollock","2011",4576,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Pacific Cod","2011",2,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Pacific Cod","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rockfish","Rockfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Rockfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","All Groundfish","2011",525,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Other Flatfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Flatfish","2011",2,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Flathead Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Flathead Sole","2011",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Kamchatka Flounder","2011",181,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Kamchatka Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Atka Mackerel","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Flatfish","2011",18,"10-25%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Flathead Sole","2011",1,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Turbot","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","All Groundfish","2011",547,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","All Groundfish","2011",492,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Groundfish","2011",87,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Other Groundfish","2011",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","All Groundfish","2011",5414,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","All Groundfish","2011",50636,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Turbot","2011",2,"75-99%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Turbot","2011",3564,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Yellowfin Sole","2011",28,"75-99%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Yellowfin Sole","2011",143654,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pollock, Bottom","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pollock, Bottom","Pacific Cod","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pollock, Bottom","Pollock","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rockfish","All Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pacific Cod","2011",24893,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pollock","2011",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pollock","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Rock Sole","2011",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Arrowtooth","2011",202,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Arrowtooth","2011",2,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Atka Mackerel","2011",43324,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Atka Mackerel","2011",4205,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","All Groundfish","2011",1767,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","All Groundfish","2011",126498,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Arrowtooth","2011",347,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pollock","2011",4566,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rock Sole","2011",0,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Rockfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rockfish","2011",36,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","All Groundfish","2011",3322,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","All Groundfish","2011",24925,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Arrowtooth","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Atka Mackerel","2011",6,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Flatfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rock Sole","2011",27,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rockfish","2011",319,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Sablefish","2011",23,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Sablefish","2011",1185,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Sablefish","2011",499,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Sablefish","2011",7,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Turbot","2011",140,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Flathead Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Groundfish","2011",25,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pacific Cod","2011",3322,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Turbot","2011",886,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Yellowfin Sole","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pacific Cod","2012",5366,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pacific Cod","2012",26019,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Pollock","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Pollock","2012",2,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Rock Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Arrowtooth","2012",756,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Atka Mackerel","2012",40600,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Atka Mackerel","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","All Groundfish","2012",141954,"<1%"
