"FMP_AREA","GEAR","SUBAREA","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2011",24446,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2011",2040916,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2011",1569711,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2011",591189,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2011",3351787,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2012",1841851,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2012",2878687,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2012",2873553,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2012",1821638,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2012",39325,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2012",1821638,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2012",1051915,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2012",1793869,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2012",78,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2012",1793791,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2012",39345,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2012",72310,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2012",2873553,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2012",78,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2012",646155,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2012",573393,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Flathead Sole","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2012",573393,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2012",72310,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2012",1833116,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2012",228256,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2012",646155,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2012",11755481,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2012",403679,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2012",1833214,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2012",1998212,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2012",47709508,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2012",42905892,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2012",4803616,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2012",12159160,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2012",228256,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2012",116336551,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2012",110217345,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2012",5677550,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2012",2227334,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2012",2003577,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2012",5365,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2012",76,"5-10%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2012",76,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2012",2238673,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2012",11340,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2012",63544,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2012",63544,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2012",10,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2012",17565,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2012",1030933,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2012",1030933,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2012",967388,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2012",967388,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2012",38523293,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2012",26364902,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2012",26318092,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2012",10319114,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2012",10317173,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2012",17642,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2012",17576,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2012",1271527,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2012",1271527,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2012",38572043,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2012",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2012",364009,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2012",363505,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2012",17652,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2012",10,"50-75%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2012",6155861,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2012",586152,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2012",585647,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2012",222142,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2012",222142,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2012",21,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2012",8319004,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2012",6155861,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2012",19805464,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2012",3663829,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2012",11312462,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2012",4829172,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2012",8319025,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2012",202168,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2012",11891575,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2012",18074787,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2012",9090169,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2012",6005,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2012",3165695,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2012",210203,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2012",8035,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2012",13920016,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2012",3382268,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2012",14041,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2012",3368227,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2012",3171701,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2012",39056531,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2012",15736223,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2012",18987296,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2012",116803,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2012",59655267,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2012",16348002,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2012",29387249,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2012",599173,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2012",570562,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2012",368279,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2012",251476,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2012",56313897,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2012",59299562,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2012",46099688,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2012",753429,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2012",241566459,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2012",129837834,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2012",81617749,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2012",133906508,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2012",1169735,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2012",861339,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2012",1801437,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2012",146486,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2012",55576,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2012",27842,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2012",2937674,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2012",2184245,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2012",1051915,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2012",3137299,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2012",1016469,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2013",2800138,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2013",672900,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2013",1925751,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2013",2475404,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2013",2087004,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2013",1101435,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2013",6132,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2013",6132,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2013",18,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2013",1101418,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2013",985586,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2013",2405940,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2013",24,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2013",2405916,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2013",111931,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2013",2087022,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2013",18,"25-50%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2013",24,"0%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2013",821159,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2013",709228,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2013",709228,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2013",111931,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2013",2412048,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2013",94639,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2013",821159,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2013",9118820,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2013",67615,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2013",2412072,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2013",1217658,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2013",33738155,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2013",30261550,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2013",3476605,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2013",9186434,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2013",94639,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2013",83342814,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2013",78785657,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2013",4287293,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2013",1313048,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2013",1231522,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2013",13864,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2013",393,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2013",24,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2013",369,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2013",1333200,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2013",20152,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2013",29253,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2013",29253,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2013",13,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2013",31769,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2013",1711592,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2013",1711592,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2013",1682338,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2013",1682338,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2013",36434018,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2013",31357198,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2013",31315547,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2013",2964418,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2013",2964003,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2013",32138,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2013",31782,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2013",88207,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2013",88207,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2013",36476084,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2013",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2013",198989,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2013",198989,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2013",32175,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2013",37,"1-5%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2013",4793814,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2013",684529,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2013",684529,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2013",485541,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2013",485541,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2013",5584931,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2013",4793814,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2013",17660152,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2013",2854055,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2013",11506934,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2013",3299164,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2013",5584931,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2013",36351,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2013",6016602,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2013",11538860,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2013",7115814,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2013",275,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2013",2957413,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2013",36817,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2013",466,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2013",10415053,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2013",2995869,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2013",741,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2013",2995127,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2013",2957689,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2013",24671276,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2013",31728714,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2013",12193595,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2013",7911614,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2013",18377,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2013",43204388,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2013",9743541,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2013",23045793,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2013",718344,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2013",455142,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2013",192795,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2013",174418,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2013",37562430,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2013",59624824,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2013",519491,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2013",186302275,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2013",91558171,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2013",71223182,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2013",108814808,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2013",1173486,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2013",513866,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2013",1876621,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2013",172968,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2013",45398,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2013",10999,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2013",2816303,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2013",2296812,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2013",985586,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2014",2187541,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2014",641797,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2014",1010561,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2014",1830151,"0%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2014",1595706,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2014",13710,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2014",13710,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2014",1268645,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2014",130,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2014",1268514,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2014",327192,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2014",1970212,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2014",1970212,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2014",36724,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2014",1595836,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2014",130,"10-25%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2014",833154,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2014",795456,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2014",795456,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2014",36724,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2014",1984434,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2014",47126,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2014",833154,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2014",9368400,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2014",390762,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2014",1984434,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2014",1073337,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2014",36840650,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2014",32291474,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2014",4549177,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2014",9759162,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2014",47126,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2014",88182673,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2014",82359356,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2014",5823317,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2014",1120463,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2014",1088610,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2014",15272,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2014",20783,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2014",20783,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2014",1139848,"1-5%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2014",19385,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2014",36333,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2014",36333,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2014",37598,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2014",37598,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2014",1949713,"<1%"
