"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rockfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rockfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Sablefish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Sablefish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Sablefish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Shallow-Water Flatfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2003",358,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2004",766,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2005",852,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2007",436,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2010",343,"5-10%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","All Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2005",106,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Arrowtooth Flounder","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2007",25,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Atka Mackerel","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Deep-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Deep-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2003",177,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2004",466,"5-10%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2005",366,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2007",272,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2010",210,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Flathead Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2003",8,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2005",3,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2010",12,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Other Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2003",62,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2004",98,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2005",110,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2007",84,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2010",50,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pacific Cod","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2003",13,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2005",1,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2010",20,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Pollock","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2003",61,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2004",203,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2005",265,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2007",45,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2010",41,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rex Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2003",23,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Rockfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2003",13,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2005",1,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Sablefish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2007",10,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2010",9,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","Shallow-Water Flatfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2003",1657,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2004",1958,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2005",4253,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2006",4713,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2007",4223,"5-10%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2010",1833,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2011",2097,"10-25%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2012",6122,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2014",6804,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2015",6842,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2016",7205,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2017",7492,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2018",1368,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","All Groundfish","2019",1362,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2003",54,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2004",39,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2012",1,"75-99%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2014",6,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2016",5,"25-50%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2017",7,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Arrowtooth Flounder","2019",2,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2003",36,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Atka Mackerel","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Deep-Water Flatfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Deep-Water Flatfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Deep-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Deep-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2003",24,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2004",11,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2010",0,"75-99%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2012",13,"25-50%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","Flathead Sole","2014",2,"0%"
