"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2012",72922573,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2013",78308797,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2014",80211469,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2015",83662315,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2016",81580907,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2017",93252891,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2018",97200635,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2019",93514227,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","2020",111504012,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2003",154,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2004",2857,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2005",88,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2006",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2007",5261,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2008",1692,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2009",436,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2010",1069,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2011",1102,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2012",1072,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2013",848,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2014",778,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2015",955,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2017",272,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2018",343,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2019",195,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Ocean Perch","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2003",4487,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2004",22,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2005",200,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2006",184,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2007",138,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2008",26,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2009",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2010",20,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2011",118,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2012",3,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2015",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2017",15,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2018",68,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2019",6,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rock Sole (BSAI)","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2003",2280910,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2004",1471128,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2005",2126574,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2006",2549705,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2007",2346711,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2008",2963453,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2009",3464854,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2010",4839577,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2011",4660510,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2012",3657414,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2013",2944320,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2014",1731496,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2015",979533,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2016",1035385,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2017",727210,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2018",277367,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2019",303586,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","2020",203127,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2003",727010,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2004",165888,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2005",153097,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2006",347593,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2007",140796,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2008",81418,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2009",65944,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2010",66802,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2011",763951,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2012",78542,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2013",20335,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2014",696151,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2015",7269,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2016",236679,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2017",30655,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2018",8309,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2019",17315,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot (BSAI)","2020",9188,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2003",27043,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2004",16321,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2005",10450,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2006",10731,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2007",1702,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2008",1073,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2009",467,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2010",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2011",1361,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2014",54040,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2015",120,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2017",1658,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2018",5120,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2019",915,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Yellowfin Sole (BSAI)","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2003",3515476,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2004",2454150,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2005",2569416,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2006",3126470,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2007",2108213,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2008",3727288,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2009",3848656,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2010",6559441,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2011",8296286,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2012",6283778,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2013",4229041,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2014",6003443,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2015",3435362,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2016",2045151,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2017",1535033,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2018",1889098,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2019",2060982,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Groundfish","2020",1316323,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2004",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2006",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2009",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2015",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2016",131,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2018",5,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Arrowtooth Flounder","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Flathead Sole","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Flathead Sole","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Kamchatka Flounder (BSAI)","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2004",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2007",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Northern Rockfish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Flatfish (BSAI)","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Flatfish (BSAI)","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2003",8504,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2004",11400,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2005",8996,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2006",5741,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2007",357,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2008",460,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2009",329,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2010",115,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2012",803,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2013",1771,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2014",9501,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2015",979,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2016",1259,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2018",4226,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2019",15102,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Groundfish","2020",2791,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2003",93133,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2004",78246,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2005",55719,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2006",48292,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2007",23593,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2008",47750,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2009",75412,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2010",91302,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2011",94447,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2012",81816,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2013",85969,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2014",63501,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2015",63531,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2016",43985,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2017",43973,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2018",41361,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2019",24597,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Other Rockfish","2020",18356,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2003",439772,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2004",517766,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2005",811155,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2006",767892,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2007",1024829,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2008",1748118,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2009",454129,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2010",494860,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2011",757794,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2012",658412,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2013",574232,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2014",1380106,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2015",453526,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2016",42142,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2017",77470,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2018",837782,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2019",1155626,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","2020",885249,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2010",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2011",786,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2014",3635,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2015",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2016",121,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Ocean Perch","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2004",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2006",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Rock Sole (BSAI)","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2003",2950545,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2004",1843864,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2005",1693547,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2006",2302248,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2007",1059433,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2008",1930961,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2009",3318786,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2010",5973164,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2011",7443259,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2012",5542747,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2013",3567028,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2014",4542276,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2015",2917326,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2016",1957514,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2017",1413591,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2018",1005724,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2019",865657,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","2020",409927,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2003",23435,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2004",2873,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2006",2298,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2007",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2009",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2010",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2014",4424,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2015",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Turbot (BSAI)","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Yellowfin Sole (BSAI)","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Yellowfin Sole (BSAI)","2004",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Yellowfin Sole (BSAI)","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Yellowfin Sole (BSAI)","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2003",12721866,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2004",9706648,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2005",8803471,"10-25%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2006",19008962,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2007",18992788,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2008",25674364,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2009",9146274,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2010",14663235,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2011",19857146,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2012",22629166,"0%"
