"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2012",3382978,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2013",750071,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2014",793090,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2015",1133690,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2016",1726244,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2017",2741715,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2018",2268897,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2019",3506825,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot (BSAI)","2020",2808366,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2003",17988692,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2004",17131484,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2005",31983132,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2006",34634156,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2007",42725290,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2008",48168645,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2009",29407462,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2010",35176669,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2011",56030572,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2012",54397136,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2013",54539613,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2014",42066818,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2015",35070568,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2016",42518646,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2017",49999273,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2018",60376290,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2019",57240777,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin Sole (BSAI)","2020",46546057,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2003",206302220,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2004",199001731,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2005",237403093,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2006",248238042,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2007",234206416,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2008",268748210,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2009",191852260,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2010",155582799,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2011",249930041,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2012",272781620,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2013",241433236,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2014",249383417,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2015",245066611,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2016",230497499,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2017",229057286,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2018",265278156,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2019",281612382,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Groundfish","2020",257002938,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2003",50531,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2004",22103,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2005",131623,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2006",221803,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2007",346505,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2008",294144,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2009",222399,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2010",127869,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2011",251770,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2012",190824,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2013",78113,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2014",91420,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2015",33937,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2016",23404,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2017",36268,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2018",47550,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2019",60511,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Arrowtooth Flounder","2020",71668,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2003",93806,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2004",188584,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2005",151001,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2006",140184,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2007",54756,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2008",5533,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2009",9812,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2010",24893,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2011",555779,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2012",152659,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2013",49360,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2014",78790,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2015",20041,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2016",10197,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2017",5302,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2018",392961,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2019",141528,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","2020",235989,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2003",224590,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2004",235027,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2005",473001,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2006",829197,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2007",978640,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2008",811765,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2009",703634,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2010",509693,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2011",662128,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2012",558489,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2013",347084,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2014",335075,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2015",147969,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2016",109747,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2017",150446,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2018",208781,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2019",151078,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","2020",237692,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2012",923,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2015",706,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2018",621,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2019",414,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Kamchatka Flounder (BSAI)","2020",1157,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2003",1075,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2004",3840,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2005",10536,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2006",13561,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2007",1612,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2008",1513,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2009",2652,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2010",6272,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2011",6613,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2012",11666,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2013",6655,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2014",17678,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2015",11627,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2016",2066,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2017",1483,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2018",6105,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2019",7814,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Northern Rockfish","2020",13248,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2003",67587,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2004",103916,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2005",218286,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2006",332368,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2007",454448,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2008",299312,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2009",172199,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2010",209026,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2011",334142,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2012",331553,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2013",76722,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2014",125566,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2015",75897,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2016",57805,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2017",81270,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2018",70043,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2019",195977,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Flatfish (BSAI)","2020",295815,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2003",67748,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2004",98763,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2005",113433,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2006",75259,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2007",53722,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2008",165840,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2009",107804,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2010",86505,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2011",97361,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2012",149610,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2013",18920,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2014",375986,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2015",544623,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2016",132735,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2017",340988,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2018",514621,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2019",33666,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Groundfish","2020",15312,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2003",2022,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2004",1546,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2005",3450,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2006",17888,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2007",31095,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2008",4771,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2009",1400,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2010",1577,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2011",5283,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2012",5258,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2013",1931,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2014",4103,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2015",6106,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2016",4191,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2017",4769,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Other Rockfish","2018",6620,"0%"
