"row_id","species","metric","year","table","category","Eureka","Fort.Bragg","Bodega.Bay","San.Francisco","Monterey","Morro.Bay","Santa.Barbara","Los.Angeles","San.Diego"
2793,"Surfperch, unspecified","Value",1993,"Table 5g","Fish:","$1,143","$197","$2,595","$7,637","$25","$57,563","$721","$4,292","$2,129"
2794,"Surfperch, walleye","Landings",1993,"Table 5g","Fish:","460","","","","","","","","22"
2795,"Surfperch, walleye","Value",1993,"Table 5g","Fish:","$299","","","","","","","","$17"
2796,"Swordfish","Landings",1993,"Table 5g","Fish:","852,638","129,539","150,065","130,503","254,314","124,541","243,333","364,761","435,134"
2797,"Swordfish","Value",1993,"Table 5g","Fish:","$2,548,539","$381,166","$513,403","$400,277","$762,640","$376,920","$868,580","$1,508,747","$1,656,568"
2798,"Thornyheads (unspecified)","Landings",1993,"Table 5g","Fish:","5,011,406","986,400","558,330","428,550","209,674","1,945,354","1,000","26,714",""
2799,"Thornyheads (unspecified)","Value",1993,"Table 5g","Fish:","$2,554,049","$542,035","$288,848","$191,925","$98,503","$882,199","$700","$23,835",""
2800,"Tomcod, Pacific","Landings",1993,"Table 5g","Fish:","","","","","","","125","",""
2801,"Tomcod, Pacific","Value",1993,"Table 5g","Fish:","","","","","","","$75","",""
2803,"Triggerfish","Landings",1993,"Table 5g","Rockfish:","","","","","","4","","",""
2804,"Triggerfish","Value",1993,"Table 5g","Rockfish:","","","","","","$2","","",""
2805,"Tuna, albacore","Landings",1993,"Table 5g","Rockfish:","1,161,107","124,911","74,675","394,074","589,543","36,754","5,553","1,635,389","5,877"
2806,"Tuna, albacore","Value",1993,"Table 5g","Rockfish:","$927,155","$97,489","$71,801","$367,404","$693,067","$41,430","$5,512","$1,563,151","$5,387"
2807,"Tuna, bigeye","Landings",1993,"Table 5g","Rockfish:","","","","","","64","47,690","7,807","749"
2808,"Tuna, bigeye","Value",1993,"Table 5g","Rockfish:","","","","","","$112","$188,982","$18,894","$1,804"
2809,"Tuna, blackfin","Landings",1993,"Table 5g","Rockfish:","549","","","","341","","","",""
2810,"Tuna, blackfin","Value",1993,"Table 5g","Rockfish:","$549","","","","$341","","","",""
2811,"Tuna, bluefin","Landings",1993,"Table 5g","Rockfish:","9,995","893","3,792","3,942","25,606","14,441","9,151","1,153,244","10,733"
2812,"Tuna, bluefin","Value",1993,"Table 5g","Rockfish:","$19,238","$1,448","$7,495","$7,717","$36,069","$23,674","$64,308","$609,566","$15,696"
2813,"Tuna, skipjack","Landings",1993,"Table 5g","Rockfish:","","829","","","","441","","10,002,681","2,636"
2814,"Tuna, skipjack","Value",1993,"Table 5g","Rockfish:","","$149","","","","$137","","$2,416,372","$537"
2815,"Tuna, skipjack, black","Landings",1993,"Table 5g","Rockfish:","","","","","","","","137,980",""
2816,"Tuna, skipjack, black","Value",1993,"Table 5g","Rockfish:","","","","","","","","$28,976",""
2817,"Tuna, unspecified","Landings",1993,"Table 5g","Rockfish:","958","362","432","","7,081","7,367","8,130","5,980","4,920"
2818,"Tuna, unspecified","Value",1993,"Table 5g","Rockfish:","$1,570","$362","$367","","$10,381","$10,862","$19,083","$20,440","$7,594"
2819,"Tuna, yellowfin","Landings",1993,"Table 5g","Rockfish:","5,354","","486","406","57","2,069","11,205","8,253,503","2,832"
2820,"Tuna, yellowfin","Value",1993,"Table 5g","Rockfish:","$15,852","","$705","$528","$45","$3,876","$31,636","$6,071,913","$2,496"
2821,"Turbot","Landings",1993,"Table 5g","Rockfish:","1,414","","50","14,860","625","313","","",""
2822,"Turbot","Value",1993,"Table 5g","Rockfish:","$378","","$13","$4,585","$213","$132","","",""
2823,"Wahoo","Landings",1993,"Table 5g","Rockfish:","","","","","","","26","15,175","141"
2824,"Wahoo","Value",1993,"Table 5g","Rockfish:","","","","","","","$33","$10,873","$141"
2825,"Whitefish, ocean","Landings",1993,"Table 5g","Rockfish:","","","","","203","54","5,712","926","3,485"
2826,"Whitefish, ocean","Value",1993,"Table 5g","Rockfish:","","","","","$61","$40","$7,156","$630","$2,480"
2827,"Whiting, Pacific","Landings",1993,"Table 5g","Rockfish:","6,832,337","","","704","","2","11","1,543",""
2828,"Whiting, Pacific","Value",1993,"Table 5g","Rockfish:","$341,752","","","$148","","$0.1","$3","$1,455",""
2829,"Yellowtail","Landings",1993,"Table 5g","Rockfish:","","","4,063","6,849","","","1,724","36,440","9,990"
2830,"Yellowtail","Value",1993,"Table 5g","Rockfish:","","","$5,168","$3,555","","","$2,218","$44,887","$11,691"
2833,"Rockfish, aurora","Landings",1993,"Table 5g","Rockfish:","","","","","","","332","",""
2834,"Rockfish, aurora","Value",1993,"Table 5g","Rockfish:","","","","","","","$481","",""
2835,"Rockfish, bank","Landings",1993,"Table 5g","Rockfish:","","","11,111","28,094","58,008","2,078","","","233"
2836,"Rockfish, bank","Value",1993,"Table 5g","Rockfish:","","","$4,260","$9,827","$25,499","$935","","","$163"
2837,"Rockfish, black","Landings",1993,"Table 5g","Rockfish:","54,134","626","4,753","21,523","858","3,033","","784",""
2838,"Rockfish, black","Value",1993,"Table 5g","Rockfish:","$24,677","$135","$1,547","$12,131","$438","$1,537","","$1,221",""
2840,"Rockfish, black-and-yellow","Landings",1993,"Table 5g","Rockfish:","","","","80","","","","",""
2841,"Rockfish, black-and-yellow","Value",1993,"Table 5g","Rockfish:","","","","$40","","","","",""
2842,"Rockfish, blackgill","Landings",1993,"Table 5g","Rockfish:","","","2,144","45,521","4,191","94,426","244,867","45,045","54,248"
2843,"Rockfish, blackgill","Value",1993,"Table 5g","Rockfish:","","","$708","$16,833","$1,672","$41,348","$148,322","$27,653","$46,459"
2844,"Rockfish, blue","Landings",1993,"Table 5g","Rockfish:","573","444","3","3,990","8,327","9,032","2,052","995","854"
2845,"Rockfish, blue","Value",1993,"Table 5g","Rockfish:","$229","$222","$1","$2,502","$3,057","$4,458","$1,558","$1,737","$820"
2846,"Rockfish, bocaccio","Landings",1993,"Table 5g","Rockfish:","210,280","78,008","360,887","346,363","514,319","341,020","453,999","257,652","12,873"
2847,"Rockfish, bocaccio","Value",1993,"Table 5g","Rockfish:","$71,514","$25,719","$134,418","$126,506","$203,675","$119,700","$164,146","$123,687","$8,730"
2848,"Rockfish, bronzespotted","Landings",1993,"Table 5g","Rockfish:","","","","","","31","","",""
2849,"Rockfish, bronzespotted","Value",1993,"Table 5g","Rockfish:","","","","","","$11","","",""
2850,"Rockfish, brown","Landings",1993,"Table 5g","Rockfish:","1,144","","2,186","4","4,954","","","55",""
2851,"Rockfish, brown","Value",1993,"Table 5g","Rockfish:","$686","","$960","$2","$1,995","","","$14",""
2852,"Rockfish, canary","Landings",1993,"Table 5g","Rockfish:","30,223","42,345","982","11,194","180","3","","65",""
2853,"Rockfish, canary","Value",1993,"Table 5g","Rockfish:","$16,324","$18,685","$734","$7,511","$178","$2","","$98",""
2854,"Rockfish, chilipepper","Landings",1993,"Table 5g","Rockfish:","44,421","","403,813","887,946","649,537","68,668","6,112","4,581","9,708"
2855,"Rockfish, chilipepper","Value",1993,"Table 5g","Rockfish:","$17,610","","$162,128","$322,639","$269,249","$29,188","$3,845","$4,670","$4,708"
2856,"Rockfish, China","Landings",1993,"Table 5g","Rockfish:","714","3,017","100","5,619","151","723","","",""
2857,"Rockfish, China","Value",1993,"Table 5g","Rockfish:","$704","$3,314","$275","$11,429","$138","$1,422","","",""
2858,"Rockfish, copper","Landings",1993,"Table 5g","Rockfish:","4,056","4,084","169","3,018","84","970","1,936","1,487",""
2859,"Rockfish, copper","Value",1993,"Table 5g","Rockfish:","$2,096","$2,157","$221","$3,079","$85","$1,253","$2,171","$1,579",""
2860,"Rockfish, copper (whitebelly)","Landings",1993,"Table 5g","Rockfish:","","","722","135","","1,734","2,748","",""
2861,"Rockfish, copper (whitebelly)","Value",1993,"Table 5g","Rockfish:","","","$366","$54","","$2,469","$2,458","",""
2862,"Rockfish, cowcod","Landings",1993,"Table 5g","Rockfish:","34","","262","1,517","503","5,030","8,823","8,722","5,500"
2863,"Rockfish, cowcod","Value",1993,"Table 5g","Rockfish:","$43","","$118","$515","$353","$5,490","$11,077","$13,811","$6,425"
2864,"Rockfish, flag","Landings",1993,"Table 5g","Rockfish:","","","","137","","","1,806","",""
2865,"Rockfish, flag","Value",1993,"Table 5g","Rockfish:","","","","$103","","","$4,064","",""
2866,"Rockfish, gopher","Landings",1993,"Table 5g","Rockfish:","","","","3","101","202","44","",""
2867,"Rockfish, gopher","Value",1993,"Table 5g","Rockfish:","","","","$6","$151","$502","$73","",""
2868,"Rockfish, grass","Landings",1993,"Table 5g","Rockfish:","","","","9","","20,758","341","1,031",""
2869,"Rockfish, grass","Value",1993,"Table 5g","Rockfish:","","","","$33","","$67,381","$1,263","$3,838",""
2870,"Rockfish, greenspotted","Landings",1993,"Table 5g","Rockfish:","974","7,831","","301","","217","","",""
2871,"Rockfish, greenspotted","Value",1993,"Table 5g","Rockfish:","$324","$5,551","","$256","","$260","","",""
2872,"Rockfish, greenstriped","Landings",1993,"Table 5g","Rockfish:","534","","","93","236","","776","","4"
2873,"Rockfish, greenstriped","Value",1993,"Table 5g","Rockfish:","$117","","","$37","$118","","$446","","$2"
2874,"Rockfish, group bocaccio/chilipepper","Landings",1993,"Table 5g","Rockfish:","501","1,060","1,650","8,519","997","2,545","200","",""
2875,"Rockfish, group bocaccio/chilipepper","Value",1993,"Table 5g","Rockfish:","$165","$383","$1,073","$2,529","$399","$1,000","$50","",""
2876,"Rockfish, group bolina","Landings",1993,"Table 5g","Rockfish:","195","10","18,235","58,248","6,468","17,199","2,820","309",""
2877,"Rockfish, group bolina","Value",1993,"Table 5g","Rockfish:","$149","$9","$16,543","$120,274","$7,448","$27,031","$3,615","$325",""
2879,"Rockfish, group deepwater reds","Landings",1993,"Table 5g","Rockfish:","","","","","500","","","",""
2880,"Rockfish, group deepwater reds","Value",1993,"Table 5g","Rockfish:","","","","","$150","","","",""
2881,"Rockfish, group gopher","Landings",1993,"Table 5g","Rockfish:","30","243","2,055","15,029","74,813","77,259","643","","8"
2882,"Rockfish, group gopher","Value",1993,"Table 5g","Rockfish:","$14","$224","$1,536","$28,961","$98,258","$127,006","$797","","$6"
2883,"Rockfish, group red","Landings",1993,"Table 5g","Rockfish:","91,713","57,425","53,285","274,348","150,794","292,482","223,372","87,418","43,893"
2884,"Rockfish, group red","Value",1993,"Table 5g","Rockfish:","$56,738","$28,959","$32,036","$204,480","$123,921","$372,519","$306,995","$124,431","$49,012"
2885,"Rockfish, group rosefish","Landings",1993,"Table 5g","Rockfish:","1,962","36,512","15,342","163,462","318,024","216,850","","","4,751"
2886,"Rockfish, group rosefish","Value",1993,"Table 5g","Rockfish:","$667","$9,099","$4,911","$43,361","$74,455","$50,009","","","$1,254"
2887,"Rockfish, group small","Landings",1993,"Table 5g","Rockfish:","355,623","93,563","41,914","77,430","119,764","82,942","2,730","","475"
2888,"Rockfish, group small","Value",1993,"Table 5g","Rockfish:","$89,681","$23,630","$9,897","$31,115","$27,272","$50,410","$914","","$261"
2889,"Rockfish, honeycomb","Landings",1993,"Table 5g","Rockfish:","","","","","24","","","",""
2890,"Rockfish, honeycomb","Value",1993,"Table 5g","Rockfish:","","","","","$9","","","",""
2891,"Rockfish, kelp","Landings",1993,"Table 5g","Rockfish:","","","","14","","5,601","48","",""
2892,"Rockfish, kelp","Value",1993,"Table 5g","Rockfish:","","","","$14","","$5,574","$64","",""
2893,"Rockfish, olive","Landings",1993,"Table 5g","Rockfish:","","","","","","451","","32",""
2894,"Rockfish, olive","Value",1993,"Table 5g","Rockfish:","","","","","","$272","","$64",""
2895,"Rockfish, Pacific ocean perch","Landings",1993,"Table 5g","Rockfish:","","","","","","","","22","106"
2896,"Rockfish, Pacific ocean perch","Value",1993,"Table 5g","Rockfish:","","","","","","","","$22","$95"
2897,"Rockfish, pinkrose","Landings",1993,"Table 5g","Rockfish:","","244","","","","","","",""
2898,"Rockfish, pinkrose","Value",1993,"Table 5g","Rockfish:","","$90","","","","","","",""
2899,"Rockfish, redbanded","Landings",1993,"Table 5g","Rockfish:","149","","","","","","51","",""
2900,"Rockfish, redbanded","Value",1993,"Table 5g","Rockfish:","$60","","","","","","$51","",""
2901,"Rockfish, rosethorn","Landings",1993,"Table 5g","Rockfish:","","2,521","","","","","26","",""
2902,"Rockfish, rosethorn","Value",1993,"Table 5g","Rockfish:","","$911","","","","","$16","",""
2903,"Rockfish, splitnose","Landings",1993,"Table 5g","Rockfish:","","","","840","10,774","5,988","","",""
2904,"Rockfish, splitnose","Value",1993,"Table 5g","Rockfish:","","","","$252","$2,694","$1,497","","",""
2905,"Rockfish, starry","Landings",1993,"Table 5g","Rockfish:","","","","2,090","","","5,931","18,179","125"
2906,"Rockfish, starry","Value",1993,"Table 5g","Rockfish:","","","","$1,812","","","$9,445","$29,584","$162"
2907,"Rockfish, treefish","Landings",1993,"Table 5g","Rockfish:","","","","","","17","","",""
2908,"Rockfish, treefish","Value",1993,"Table 5g","Rockfish:","","","","","","$50","","",""
2909,"Rockfish, unspecified","Landings",1993,"Table 5g","Rockfish:","1,582,645","910,556","1,183,379","659,776","882,105","991,091","660,321","103,505","204,104"
2910,"Rockfish, unspecified","Value",1993,"Table 5g","Rockfish:","$552,030","$306,074","$468,134","$399,598","$347,293","$710,384","$522,781","$127,760","$174,892"
2911,"Rockfish, vermilion","Landings",1993,"Table 5g","Rockfish:","216","314","9","68","1,669","1","","",""
2912,"Rockfish, vermilion","Value",1993,"Table 5g","Rockfish:","$162","$219","$8","$58","$1,561","$1","","",""
2913,"Rockfish, widow","Landings",1993,"Table 5g","Rockfish:","1,892,047","60,346","199,101","209,584","191,059","5,595","2,700","",""
2914,"Rockfish, widow","Value",1993,"Table 5g","Rockfish:","$554,201","$17,905","$61,921","$68,937","$69,350","$2,408","$735","",""
2915,"Rockfish, yelloweye","Landings",1993,"Table 5g","Rockfish:","13,915","18,412","965","4,808","2,053","6","","",""
2916,"Rockfish, yelloweye","Value",1993,"Table 5g","Rockfish:","$11,719","$18,048","$481","$4,839","$1,829","$3","","",""
2918,"Rockfish, yellowtail","Landings",1993,"Table 5g","Crustaceans:","51,599","14,761","15,737","154,753","8,104","401","5,567","700","153"
2919,"Rockfish, yellowtail","Value",1993,"Table 5g","Crustaceans:","$16,984","$3,112","$6,992","$70,558","$3,774","$204","$1,550","$42","$63"
2923,"Crab, box","Landings",1993,"Table 5g","Crustaceans:","","","","38","","","","","72"
2924,"Crab, box","Value",1993,"Table 5g","Crustaceans:","","","","$28","","","","","$112"
2925,"Crab, claws","Landings",1993,"Table 5g","Crustaceans:","","","","","","7,024","12,072","171","215"
2926,"Crab, claws","Value",1993,"Table 5g","Crustaceans:","","","","","","$2,166","$2,977","$83","$58"
2927,"Crab, Dungeness","Landings",1993,"Table 5g","Crustaceans:","11,182,564","166,684","141,781","252,934","28,638","162,038","2,015","21,783",""
2928,"Crab, Dungeness","Value",1993,"Table 5g","Crustaceans:","$11,942,167","$180,834","$244,623","$436,287","$56,810","$312,623","$3,354","$48,877",""
2929,"Crab, king","Landings",1993,"Table 5g","Crustaceans:","","","","","","","","83","5"
2930,"Crab, king","Value",1993,"Table 5g","Crustaceans:","","","","","","","","$249","$10"
2931,"Crab, rock unspecified","Landings",1993,"Table 5g","Crustaceans:","58,763","21","96","57,088","9,528","373,765","555,934","154,345","77,839"
2932,"Crab, rock unspecified","Value",1993,"Table 5g","Crustaceans:","$65,297","$21","$97","$73,375","$14,358","$363,213","$560,823","$177,915","$78,548"
2933,"Crab, sand","Landings",1993,"Table 5g","Crustaceans:","566","506","","","","","","",""
2934,"Crab, sand","Value",1993,"Table 5g","Crustaceans:","$283","$506","","","","","","",""
2935,"Crab, spider","Landings",1993,"Table 5g","Crustaceans:","","","","","","2,593","42,379","23,950","2,251"
2936,"Crab, spider","Value",1993,"Table 5g","Crustaceans:","","","","","","$1,532","$26,495","$16,192","$1,379"
2937,"Crab, tanner","Landings",1993,"Table 5g","Crustaceans:","2,364","","","","","","","",""
2938,"Crab, tanner","Value",1993,"Table 5g","Crustaceans:","$827","","","","","","","",""
2939,"Lobster, California spiny","Landings",1993,"Table 5g","Crustaceans:","","","","15","","764","161,729","193,405","198,478"
2940,"Lobster, California spiny","Value",1993,"Table 5g","Crustaceans:","","","","$94","","$4,857","$1,064,661","$1,293,147","$1,226,213"
2941,"Prawn, ridgeback","Landings",1993,"Table 5g","Crustaceans:","","","","","","292","72,401","6,805","1,035"
2942,"Prawn, ridgeback","Value",1993,"Table 5g","Crustaceans:","","","","","","$394","$144,461","$18,181","$7,235"
2943,"Prawn, spot","Landings",1993,"Table 5g","Crustaceans:","1,991","","","121","29,682","37,181","120,182","119,110","39,525"
2944,"Prawn, spot","Value",1993,"Table 5g","Crustaceans:","$796","","","$484","$148,242","$186,566","$776,219","$801,570","$267,006"
2945,"Shrimp, bay","Landings",1993,"Table 5g","Crustaceans:","84,191","","","71,700","","","","",""
2946,"Shrimp, bay","Value",1993,"Table 5g","Crustaceans:","$25,257","","","$308,562","","","","",""
2947,"Shrimp, brine","Landings",1993,"Table 5g","Crustaceans:","","","19,820","1,431,481","","","","","8,213"
2948,"Shrimp, brine","Value",1993,"Table 5g","Crustaceans:","","","$1,982","$143,148","","","","","$821"
2949,"Shrimp, ghost","Landings",1993,"Table 5g","Crustaceans:","","","","43,031","","","","",""
2950,"Shrimp, ghost","Value",1993,"Table 5g","Crustaceans:","","","","$24,493","","","","",""
2951,"Shrimp, Pacific Ocean","Landings",1993,"Table 5g","Crustaceans:","7,072,843","53,715","","","88","128","159","",""
2952,"Shrimp, Pacific Ocean","Value",1993,"Table 5g","Crustaceans:","$2,487,871","$16,786","","","$44","$64","$56","",""
2953,"Shrimp, red rock","Landings",1993,"Table 5g","Crustaceans:","","","","","73","","","",""
2954,"Shrimp, red rock","Value",1993,"Table 5g","Crustaceans:","","","","","$183","","","",""
2956,"Shrimp, unspecified","Landings",1993,"Table 5g","Mollusks:","","","","1,180","","","","102",""
2957,"Shrimp, unspecified","Value",1993,"Table 5g","Mollusks:","","","","$3,540","","","","$740",""
2960,"Echinoderm, unspecified","Landings",1993,"Table 5g","Mollusks:","","","","","10","","","1",""
2961,"Echinoderm, unspecified","Value",1993,"Table 5g","Mollusks:","","","","","$4","","","$0.4",""
2962,"Sea cucumber, unspecified","Landings",1993,"Table 5g","Mollusks:","","1,364","16,182","","","2,967","191,627","419,626","14,444"
2963,"Sea cucumber, unspecified","Value",1993,"Table 5g","Mollusks:","","$842","$12,946","","","$742","$75,559","$267,050","$6,180"
2964,"Urchin, purple sea","Landings",1993,"Table 5g","Mollusks:","148","55,714","3,948","","19","20","88,656","13,456","3,071"
2965,"Urchin, purple sea","Value",1993,"Table 5g","Mollusks:","$126","$39,747","$8,621","","$67","$15","$71,573","$9,656","$3,352"
2966,"Urchin, red","Landings",1993,"Table 5g","Mollusks:","277,127","5,305,735","1,403,652","369,492","8","1,273","15,197,585","2,859,744","1,438,029"
2967,"Urchin, red","Value",1993,"Table 5g","Mollusks:","$136,423","$4,787,937","$1,074,372","$355,519","$8","$810","$16,347,823","$2,270,082","$1,569,323"
2970,"Abalone, black","Landings",1993,"Table 5g","Mollusks:","","","","46","","","1,867","119",""
2971,"Abalone, black","Value",1993,"Table 5g","Mollusks:","","","","$243","","","$9,599","$946",""
2972,"Abalone, green","Landings",1993,"Table 5g","Mollusks:","","","","","","","1,142","9,146","571"
2973,"Abalone, green","Value",1993,"Table 5g","Mollusks:","","","","","","","$6,928","$31,410","$4,450"
2974,"Abalone, pink","Landings",1993,"Table 5g","Mollusks:","","","","","","","8,515","9,428","1,990"
2975,"Abalone, pink","Value",1993,"Table 5g","Mollusks:","","","","","","","$70,212","$34,717","$16,343"
2976,"Abalone, red","Landings",1993,"Table 5g","Mollusks:","","86","","79,669","","364","347,205","452","743"
2977,"Abalone, red","Value",1993,"Table 5g","Mollusks:","","$575","","$555,315","","$2,263","$2,412,361","$2,762","$4,490"
2978,"Chiton, unspecified","Landings",1993,"Table 5g","Mollusks:","","296","","","","","","",""
2979,"Chiton, unspecified","Value",1993,"Table 5g","Mollusks:","","$592","","","","","","",""
2980,"Clam, California jackknife","Landings",1993,"Table 5g","Mollusks:","","","","","","","","2,384",""
2981,"Clam, California jackknife","Value",1993,"Table 5g","Mollusks:","","","","","","","","$4,916",""
2982,"Clam, unspecified","Landings",1993,"Table 5g","Mollusks:","","","","14,443","","","","",""
2983,"Clam, unspecified","Value",1993,"Table 5g","Mollusks:","","","","$7,264","","","","",""
2984,"Limpet, unspecified","Landings",1993,"Table 5g","Mollusks:","","","","","141","","","27","37"
2985,"Limpet, unspecified","Value",1993,"Table 5g","Mollusks:","","","","","$106","","","$21","$8"
2986,"Mollusk, unspecified","Landings",1993,"Table 5g","Mollusks:","","","","","2","","","",""
2987,"Mollusk, unspecified","Value",1993,"Table 5g","Mollusks:","","","","","$18","","","",""
2988,"Mussel","Landings",1993,"Table 5g","Mollusks:","","","","","10","","30","11,527",""
2989,"Mussel","Value",1993,"Table 5g","Mollusks:","","","","","$6","","$18","$6,916",""
2990,"Octopus, unspecified","Landings",1993,"Table 5g","Mollusks:","13,914","2,484","288","5,810","924","329","201","735","67"
2991,"Octopus, unspecified","Value",1993,"Table 5g","Mollusks:","$7,284","$1,315","$235","$4,623","$686","$222","$145","$940","$48"
2993,"Scallop, unspecified","Landings",1994,"Table 5h","Fish:","","","","226","","7","","",""
2994,"Scallop, unspecified","Value",1994,"Table 5h","Fish:","","","","$513","","$14","","",""
2995,"Snail, sea","Landings",1994,"Table 5h","Fish:","","","","126","","282","16,638","21,271","129,387"
2996,"Snail, sea","Value",1994,"Table 5h","Fish:","","","","$53","","$141","$4,613","$7,281","$38,864"
2997,"Snails, moon","Landings",1994,"Table 5h","Fish:","","","","46","","","","",""
2998,"Snails, moon","Value",1994,"Table 5h","Fish:","","","","$23","","","","",""
2999,"Squid, market","Landings",1994,"Table 5h","Fish:","11","","1,124","2,242,820","13,314,438","4,488,807","45,720,937","28,416,589","345"
3000,"Squid, market","Value",1994,"Table 5h","Fish:","$6","","$119","$375,059","$1,960,084","$805,262","$4,243,088","$2,717,448","$37"
3001,"Whelk, Kellet's","Landings",1994,"Table 5h","Fish:","","","","","","","4,574","16",""
3002,"Whelk, Kellet's","Value",1994,"Table 5h","Fish:","","","","","","","$1,539","$8",""
3005,"Worms, marine","Landings",1994,"Table 5h","Fish:","","","","","","","","","13"
3006,"Worms, marine","Value",1994,"Table 5h","Fish:","","","","","","","","","$72"
3007,"Unspecified species","Landings",1994,"Table 5h","Fish:","","","","","269","37","","70","232"
3008,"Unspecified species","Value",1994,"Table 5h","Fish:","","","","","$117","$73","","$70","$209"
3010,"Total","Landings",1994,"Table 5h","Fish:","48,402,059","12,151,658","8,457,149","21,948,826","25,789,780","14,123,217","67,642,368","116,486,215","3,327,778"
3011,"Total","Value",1994,"Table 5h","Fish:","$26,370,253","$8,277,467","$5,093,784","$11,324,818","$7,957,570","$7,006,226","$29,664,067","$25,058,723","$6,056,031"
3013,"Anchovy, northern","Landings",1994,"Table 5h","Fish:","26,647","","","616,472","2,173,262","1,800","762,957","301,044","61,420"
3014,"Anchovy, northern","Value",1994,"Table 5h","Fish:","$2,047","","","$83,099","$202,105","$360","$142,376","$16,495","$9,533"
3015,"Barracuda, California","Landings",1994,"Table 5h","Fish:","","","","19","30","2,150","3,951","291,767","2,915"
3016,"Barracuda, California","Value",1994,"Table 5h","Fish:","","","","$9","$18","$1,892","$2,629","$128,577","$3,001"
3017,"Bass, giant sea","Landings",1994,"Table 5h","Fish:","","","","","","41","250","495","114"
3018,"Bass, giant sea","Value",1994,"Table 5h","Fish:","","","","","","$108","$298","$674","$221"
3019,"Bonito, Pacific","Landings",1994,"Table 5h","Fish:","","","","","55","179","41,391","537,356","342,179"
3020,"Bonito, Pacific","Value",1994,"Table 5h","Fish:","","","","","$11","$106","$7,686","$123,830","$58,496"
3021,"Butterfish (Pacific pompano)","Landings",1994,"Table 5h","Fish:","","","","579","9,398","19","3,098","1,317",""
3022,"Butterfish (Pacific pompano)","Value",1994,"Table 5h","Fish:","","","","$556","$17,143","$19","$2,099","$894",""
3023,"Cabezon","Landings",1994,"Table 5h","Fish:","543","","1,151","4,754","2,807","60,048","11,593","569","1,459"
3024,"Cabezon","Value",1994,"Table 5h","Fish:","$237","","$2,319","$7,597","$7,101","$199,588","$53,361","$1,304","$2,863"
3025,"Cabrilla, spotted","Landings",1994,"Table 5h","Fish:","","","","","","","","100",""
3026,"Cabrilla, spotted","Value",1994,"Table 5h","Fish:","","","","","","","","$50",""
3027,"Cod, Pacific","Landings",1994,"Table 5h","Fish:","28","","","","","","","",""
3028,"Cod, Pacific","Value",1994,"Table 5h","Fish:","$8","","","","","","","",""
3029,"Croaker, white","Landings",1994,"Table 5h","Fish:","104","","634","44,670","48,931","20,306","9,297","212,991","137,620"
3030,"Croaker, white","Value",1994,"Table 5h","Fish:","$31","","$448","$24,136","$21,494","$3,251","$4,560","$140,811","$87,952"
3031,"Dolphin (fish)","Landings",1994,"Table 5h","Fish:","1,905","","","90","","","57,486","22,697","33"
3032,"Dolphin (fish)","Value",1994,"Table 5h","Fish:","$3,810","","","$180","","","$51,898","$18,961","$40"
3033,"Eel","Landings",1994,"Table 5h","Fish:","","","","210","54","6","","12","1,232"
3034,"Eel","Value",1994,"Table 5h","Fish:","","","","$296","$25","$6","","$12","$4,254"
3035,"Eel, California moray","Landings",1994,"Table 5h","Fish:","","","","","","63","61","5,125","349"
3036,"Eel, California moray","Value",1994,"Table 5h","Fish:","","","","","","$277","$480","$12,185","$1,017"
3037,"Eel, spotted cusk-","Landings",1994,"Table 5h","Fish:","","","","95","","22","","",""
3038,"Eel, spotted cusk-","Value",1994,"Table 5h","Fish:","","","","$47","","$11","","",""
3039,"Eel, wolf (wolf-eel)","Landings",1994,"Table 5h","Fish:","293","","","439","42","699","24","",""
3040,"Eel, wolf (wolf-eel)","Value",1994,"Table 5h","Fish:","$84","","","$235","$19","$2,284","$94","",""
3041,"Escolar","Landings",1994,"Table 5h","Fish:","","","","","37","62","9,114","888","143"
3042,"Escolar","Value",1994,"Table 5h","Fish:","","","","","$71","$62","$9,482","$1,356","$143"
3043,"Fish, unspecified","Landings",1994,"Table 5h","Fish:","985","","","","","329","123","803","93"
3044,"Fish, unspecified","Value",1994,"Table 5h","Fish:","$284","","","","","$218","$91","$1,297","$93"
3046,"Flounder, arrowtooth","Landings",1994,"Table 5h","Fish:","155,109","4,643","367","1,801","","8","","9",""
3047,"Flounder, arrowtooth","Value",1994,"Table 5h","Fish:","$18,421","$1,715","$44","$812","","$2","","$1",""
3048,"Flounder, starry","Landings",1994,"Table 5h","Fish:","5,309","","88","23,818","1,409","1,306","2","1,313",""
3049,"Flounder, starry","Value",1994,"Table 5h","Fish:","$2,242","","$51","$10,693","$855","$1,754","$3","$1,444",""
3050,"Flounder, unspecified","Landings",1994,"Table 5h","Fish:","","57","85","1,104","1,344","1,894","41","770",""
3051,"Flounder, unspecified","Value",1994,"Table 5h","Fish:","","$22","$38","$557","$718","$2,176","$35","$464",""
3052,"Flyingfish","Landings",1994,"Table 5h","Fish:","","","","","","","","254",""
3053,"Flyingfish","Value",1994,"Table 5h","Fish:","","","","","","","","$109",""
3054,"Goby, yellowfin","Landings",1994,"Table 5h","Fish:","","","112","979","","","","",""
3055,"Goby, yellowfin","Value",1994,"Table 5h","Fish:","","","$410","$3,004","","","","",""
3056,"Greenling, kelp","Landings",1994,"Table 5h","Fish:","","","296","340","","1,773","141","",""
3057,"Greenling, kelp","Value",1994,"Table 5h","Fish:","","","$150","$346","","$6,644","$215","",""
