"tsn","level","sci_name","class","family","genus","infrakingdom","infraorder","infraphylum","kingdom","order","phylum","species","subfamily","subkingdom","suborder","subphylum","superclass","division","variety","subclass","subdivision","superphylum","subgenus","superorder","tribe","superfamily","infraclass","superdivision","subspecies"
"162382","Species","Synodus synodus","Teleostei","Synodontidae","Synodus","Deuterostomia",NA,"Gnathostomata","Animalia","Aulopiformes","Chordata","Synodus synodus",NA,"Bilateria","Synodontoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Cyclosquamata",NA,NA,NA,NA,NA
"162413","Species","Saurida gracilis","Teleostei","Synodontidae","Saurida","Deuterostomia",NA,"Gnathostomata","Animalia","Aulopiformes","Chordata","Saurida gracilis",NA,"Bilateria","Synodontoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Cyclosquamata",NA,NA,NA,NA,NA
"162420","Species","Trachinocephalus myops","Teleostei","Synodontidae","Trachinocephalus","Deuterostomia",NA,"Gnathostomata","Animalia","Aulopiformes","Chordata","Trachinocephalus myops",NA,"Bilateria","Synodontoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Cyclosquamata",NA,NA,NA,NA,NA
"162527","Species","Alepisaurus ferox","Teleostei","Alepisauridae","Alepisaurus","Deuterostomia",NA,"Gnathostomata","Animalia","Aulopiformes","Chordata","Alepisaurus ferox",NA,"Bilateria","Alepisauroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Cyclosquamata",NA,NA,NA,NA,NA
"162534","Species","Anotopterus pharao","Teleostei","Paralepididae","Anotopterus","Deuterostomia",NA,"Gnathostomata","Animalia","Aulopiformes","Chordata","Anotopterus pharao",NA,"Bilateria","Alepisauroidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Cyclosquamata",NA,NA,NA,NA,NA
"162838","Species","Chanos chanos","Teleostei","Chanidae","Chanos","Deuterostomia",NA,"Gnathostomata","Animalia","Gonorynchiformes","Chordata","Chanos chanos",NA,"Bilateria","Chanoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"163342","Family","Cyprinidae","Teleostei","Cyprinidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163344","Species","Cyprinus carpio","Teleostei","Cyprinidae","Cyprinus","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Cyprinus carpio",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163350","Species","Carassius auratus","Teleostei","Cyprinidae","Carassius","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Carassius auratus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163368","Species","Notemigonus crysoleucas","Teleostei","Cyprinidae","Notemigonus","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Notemigonus crysoleucas",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163522","Genus","Ptychocheilus","Teleostei","Cyprinidae","Ptychocheilus","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163537","Species","Ctenopharyngodon idella","Teleostei","Cyprinidae","Ctenopharyngodon","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Ctenopharyngodon idella",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163589","Species","Orthodon microlepidotus","Teleostei","Cyprinidae","Orthodon","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Orthodon microlepidotus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163603","Species","Pogonichthys macrolepidotus","Teleostei","Cyprinidae","Pogonichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Pogonichthys macrolepidotus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163691","Species","Hypophthalmichthys molitrix","Teleostei","Cyprinidae","Hypophthalmichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Hypophthalmichthys molitrix",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163692","Species","Hypophthalmichthys nobilis","Teleostei","Cyprinidae","Hypophthalmichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Hypophthalmichthys nobilis",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cyprinoidea",NA,NA,NA
"163892","Family","Catostomidae","Teleostei","Catostomidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cobitoidea",NA,NA,NA
"163917","Species","Carpiodes cyprinus","Teleostei","Catostomidae","Carpiodes","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata","Carpiodes cyprinus","Ictiobinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cobitoidea",NA,NA,NA
"163954","Genus","Ictiobus","Teleostei","Catostomidae","Ictiobus","Deuterostomia",NA,"Gnathostomata","Animalia","Cypriniformes","Chordata",NA,"Ictiobinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,"Cobitoidea",NA,NA,NA
"163992","Order","Siluriformes","Teleostei",NA,NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"163995","Family","Ictaluridae","Teleostei","Ictaluridae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"163996","Genus","Ictalurus","Teleostei","Ictaluridae","Ictalurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"163997","Species","Ictalurus furcatus","Teleostei","Ictaluridae","Ictalurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ictalurus furcatus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"163998","Species","Ictalurus punctatus","Teleostei","Ictaluridae","Ictalurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ictalurus punctatus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164029","Species","Pylodictis olivaris","Teleostei","Ictaluridae","Pylodictis","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Pylodictis olivaris",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164034","Genus","Ameiurus","Teleostei","Ictaluridae","Ameiurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164037","Species","Ameiurus catus","Teleostei","Ictaluridae","Ameiurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ameiurus catus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164039","Species","Ameiurus melas","Teleostei","Ictaluridae","Ameiurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ameiurus melas",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164041","Species","Ameiurus natalis","Teleostei","Ictaluridae","Ameiurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ameiurus natalis",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164043","Species","Ameiurus nebulosus","Teleostei","Ictaluridae","Ameiurus","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Ameiurus nebulosus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164066","Family","Siluridae","Teleostei","Siluridae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164157","Family","Ariidae","Teleostei","Ariidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164159","Species","Bagre marinus","Teleostei","Ariidae","Bagre","Deuterostomia",NA,"Gnathostomata","Animalia","Siluriformes","Chordata","Bagre marinus",NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Ostariophysi",NA,NA,NA,NA,NA
"164412","Family","Batrachoididae","Teleostei","Batrachoididae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164413","Genus","Porichthys","Teleostei","Batrachoididae","Porichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata",NA,"Porichthyinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164414","Species","Porichthys notatus","Teleostei","Batrachoididae","Porichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Porichthys notatus","Porichthyinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164420","Species","Porichthys myriaster","Teleostei","Batrachoididae","Porichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Porichthys myriaster","Porichthyinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164421","Species","Porichthys plectrodon","Teleostei","Batrachoididae","Porichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Porichthys plectrodon","Porichthyinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164422","Genus","Opsanus","Teleostei","Batrachoididae","Opsanus","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata",NA,"Batrachoidinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164423","Species","Opsanus tau","Teleostei","Batrachoididae","Opsanus","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Opsanus tau","Batrachoidinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164424","Species","Opsanus beta","Teleostei","Batrachoididae","Opsanus","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Opsanus beta","Batrachoidinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164425","Species","Opsanus pardus","Teleostei","Batrachoididae","Opsanus","Deuterostomia",NA,"Gnathostomata","Animalia","Batrachoidiformes","Chordata","Opsanus pardus","Batrachoidinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164457","Family","Gobiesocidae","Teleostei","Gobiesocidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Gobiesocoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"164459","Species","Gobiesox maeandricus","Teleostei","Gobiesocidae","Gobiesox","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Gobiesox maeandricus",NA,"Bilateria","Gobiesocoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"164460","Species","Gobiesox strumosus","Teleostei","Gobiesocidae","Gobiesox","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Gobiesox strumosus",NA,"Bilateria","Gobiesocoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"164499","Species","Lophius americanus","Teleostei","Lophiidae","Lophius","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata","Lophius americanus",NA,"Bilateria","Lophioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164500","Species","Lophius gastrophysus","Teleostei","Lophiidae","Lophius","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata","Lophius gastrophysus",NA,"Bilateria","Lophioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164518","Family","Antennariidae","Teleostei","Antennariidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata",NA,NA,"Bilateria","Antennarioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164520","Species","Histrio histrio","Teleostei","Antennariidae","Histrio","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata","Histrio histrio","Antennariinae","Bilateria","Antennarioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164522","Genus","Antennarius","Teleostei","Antennariidae","Antennarius","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata",NA,"Antennariinae","Bilateria","Antennarioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164524","Species","Antennarius ocellatus","Teleostei","Antennariidae","Antennarius","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata","Antennarius ocellatus","Antennariinae","Bilateria","Antennarioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164593","Genus","Halieutichthys","Teleostei","Ogcocephalidae","Halieutichthys","Deuterostomia",NA,"Gnathostomata","Animalia","Lophiiformes","Chordata",NA,NA,"Bilateria","Ogcocephalioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,"Ogcocephalioidea",NA,NA,NA
"164701","Family","Gadidae","Teleostei","Gadidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164703","Species","Arctogadus borisovi","Teleostei","Gadidae","Arctogadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Arctogadus borisovi","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164706","Species","Boreogadus saida","Teleostei","Gadidae","Boreogadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Boreogadus saida","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164711","Species","Gadus macrocephalus","Teleostei","Gadidae","Gadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Gadus macrocephalus","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164712","Species","Gadus morhua","Teleostei","Gadidae","Gadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Gadus morhua","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164719","Species","Microgadus proximus","Teleostei","Gadidae","Microgadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Microgadus proximus","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164720","Species","Microgadus tomcod","Teleostei","Gadidae","Microgadus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Microgadus tomcod","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164725","Species","Lota lota","Teleostei","Gadidae","Lota","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Lota lota","Lotinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164727","Species","Pollachius virens","Teleostei","Gadidae","Pollachius","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Pollachius virens","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164729","Genus","Urophycis","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata",NA,"Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164730","Species","Urophycis chuss","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis chuss","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164731","Species","Urophycis regia","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis regia","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164732","Species","Urophycis tenuis","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis tenuis","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164735","Species","Urophycis cirrata","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis cirrata","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164736","Species","Urophycis earllii","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis earllii","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164737","Species","Urophycis floridana","Teleostei","Gadidae","Urophycis","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Urophycis floridana","Phycinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164740","Species","Brosme brosme","Teleostei","Gadidae","Brosme","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Brosme brosme","Lotinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164744","Species","Melanogrammus aeglefinus","Teleostei","Gadidae","Melanogrammus","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Melanogrammus aeglefinus","Gadinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164789","Family","Merlucciidae","Teleostei","Merlucciidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata",NA,NA,"Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164790","Genus","Merluccius","Teleostei","Merlucciidae","Merluccius","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata",NA,"Merlucciinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164791","Species","Merluccius bilinearis","Teleostei","Merlucciidae","Merluccius","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Merluccius bilinearis","Merlucciinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164792","Species","Merluccius productus","Teleostei","Merlucciidae","Merluccius","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Merluccius productus","Merlucciinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164793","Species","Merluccius albidus","Teleostei","Merlucciidae","Merluccius","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Merluccius albidus","Merlucciinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164802","Species","Steindachneria argentea","Teleostei","Merlucciidae","Steindachneria","Deuterostomia",NA,"Gnathostomata","Animalia","Gadiformes","Chordata","Steindachneria argentea","Steindachneriinae","Bilateria",NA,"Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164807","Family","Ophidiidae","Teleostei","Ophidiidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Ophidiiformes","Chordata",NA,NA,"Bilateria","Ophidioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164818","Species","Brotula barbata","Teleostei","Ophidiidae","Brotula","Deuterostomia",NA,"Gnathostomata","Animalia","Ophidiiformes","Chordata","Brotula barbata","Brotulinae","Bilateria","Ophidioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
"164831","Species","Lepophidium profundorum","Teleostei","Ophidiidae","Lepophidium","Deuterostomia",NA,"Gnathostomata","Animalia","Ophidiiformes","Chordata","Lepophidium profundorum","Ophidiinae","Bilateria","Ophidioidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Paracanthopterygii",NA,NA,NA,NA,NA
