"tsn","level","sci_name","class","family","genus","infrakingdom","infraorder","infraphylum","kingdom","order","phylum","species","subfamily","subkingdom","suborder","subphylum","superclass","division","variety","subclass","subdivision","superphylum","subgenus","superorder","tribe","superfamily","infraclass","superdivision","subspecies"
"168546","Species","Lopholatilus chamaeleonticeps","Teleostei","Malacanthidae","Lopholatilus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lopholatilus chamaeleonticeps","Latilinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168548","Species","Malacanthus plumieri","Teleostei","Malacanthidae","Malacanthus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Malacanthus plumieri","Malacanthinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168559","Species","Pomatomus saltatrix","Teleostei","Pomatomidae","Pomatomus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pomatomus saltatrix",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168566","Species","Rachycentron canadum","Teleostei","Rachycentridae","Rachycentron","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Rachycentron canadum",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168567","Family","Echeneidae","Teleostei","Echeneidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168568","Genus","Remora","Teleostei","Echeneidae","Remora","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168569","Species","Remora australis","Teleostei","Echeneidae","Remora","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Remora australis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168570","Species","Remora osteochir","Teleostei","Echeneidae","Remora","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Remora osteochir",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168571","Species","Remora remora","Teleostei","Echeneidae","Remora","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Remora remora",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168572","Species","Remora brachyptera","Teleostei","Echeneidae","Remora","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Remora brachyptera",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168574","Genus","Echeneis","Teleostei","Echeneidae","Echeneis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168575","Species","Echeneis naucrates","Teleostei","Echeneidae","Echeneis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Echeneis naucrates",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168576","Species","Echeneis neucratoides","Teleostei","Echeneidae","Echeneis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Echeneis neucratoides",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168584","Family","Carangidae","Teleostei","Carangidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168586","Species","Trachurus symmetricus","Teleostei","Carangidae","Trachurus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Trachurus symmetricus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168587","Species","Trachurus lathami","Teleostei","Carangidae","Trachurus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Trachurus lathami",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168602","Species","Alectis ciliaris","Teleostei","Carangidae","Alectis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Alectis ciliaris",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168605","Genus","Caranx","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168607","Species","Carangoides bartholomaei","Teleostei","Carangidae","Carangoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Carangoides bartholomaei",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168609","Species","Caranx hippos","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx hippos",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168610","Species","Caranx latus","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx latus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168612","Species","Caranx crysos","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx crysos",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168613","Species","Caranx lugubris","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx lugubris",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168615","Species","Carangoides ruber","Teleostei","Carangidae","Carangoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Carangoides ruber",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168618","Species","Caranx ignobilis","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx ignobilis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168619","Species","Caranx melampygus","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx melampygus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168620","Species","Caranx sexfasciatus","Teleostei","Carangidae","Caranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Caranx sexfasciatus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168641","Species","Pseudocaranx dentex","Teleostei","Carangidae","Pseudocaranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pseudocaranx dentex",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168670","Species","Chloroscombrus chrysurus","Teleostei","Carangidae","Chloroscombrus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Chloroscombrus chrysurus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168673","Species","Oligoplites saurus","Teleostei","Carangidae","Oligoplites","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Oligoplites saurus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168677","Species","Selar crumenophthalmus","Teleostei","Carangidae","Selar","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Selar crumenophthalmus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168680","Species","Selene vomer","Teleostei","Carangidae","Selene","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Selene vomer",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168684","Species","Selene setapinnis","Teleostei","Carangidae","Selene","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Selene setapinnis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168688","Genus","Seriola","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168689","Species","Seriola dumerili","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Seriola dumerili",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168690","Species","Seriola fasciata","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Seriola fasciata",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168691","Species","Seriola rivoliana","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Seriola rivoliana",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168693","Species","Seriola zonata","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Seriola zonata",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168695","Species","Seriola lalandi","Teleostei","Carangidae","Seriola","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Seriola lalandi",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168707","Genus","Trachinotus","Teleostei","Carangidae","Trachinotus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168708","Species","Trachinotus carolinus","Teleostei","Carangidae","Trachinotus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Trachinotus carolinus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168709","Species","Trachinotus falcatus","Teleostei","Carangidae","Trachinotus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Trachinotus falcatus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168710","Species","Trachinotus goodei","Teleostei","Carangidae","Trachinotus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Trachinotus goodei",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168723","Genus","Decapterus","Teleostei","Carangidae","Decapterus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168724","Species","Decapterus macarellus","Teleostei","Carangidae","Decapterus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Decapterus macarellus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168725","Species","Decapterus punctatus","Teleostei","Carangidae","Decapterus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Decapterus punctatus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168726","Species","Decapterus tabl","Teleostei","Carangidae","Decapterus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Decapterus tabl",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168736","Species","Decapterus muroadsi","Teleostei","Carangidae","Decapterus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Decapterus muroadsi",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168738","Species","Elagatis bipinnulata","Teleostei","Carangidae","Elagatis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Elagatis bipinnulata",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168740","Species","Hemicaranx amblyrhynchus","Teleostei","Carangidae","Hemicaranx","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Hemicaranx amblyrhynchus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168742","Species","Naucrates ductor","Teleostei","Carangidae","Naucrates","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Naucrates ductor",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168746","Species","Uraspis secunda","Teleostei","Carangidae","Uraspis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Uraspis secunda",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168753","Species","Gnathanodon speciosus","Teleostei","Carangidae","Gnathanodon","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Gnathanodon speciosus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168756","Species","Carangoides ferdau","Teleostei","Carangidae","Carangoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Carangoides ferdau",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168759","Species","Carangoides orthogrammus","Teleostei","Carangidae","Carangoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Carangoides orthogrammus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168790","Genus","Coryphaena","Teleostei","Coryphaenidae","Coryphaena","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168791","Species","Coryphaena hippurus","Teleostei","Coryphaenidae","Coryphaena","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Coryphaena hippurus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168792","Species","Coryphaena equiselis","Teleostei","Coryphaenidae","Coryphaena","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Coryphaena equiselis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168830","Species","Emmelichthyops atlanticus","Teleostei","Inermiidae","Emmelichthyops","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Emmelichthyops atlanticus",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168840","Species","Erythrocles monodi","Teleostei","Emmelichthyidae","Erythrocles","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Erythrocles monodi",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168845","Family","Lutjanidae","Teleostei","Lutjanidae",NA,"Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168846","Genus","Lutjanus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata",NA,"Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168847","Species","Lutjanus cyanopterus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus cyanopterus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168848","Species","Lutjanus griseus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus griseus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168849","Species","Lutjanus analis","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus analis","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168850","Species","Lutjanus apodus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus apodus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168852","Species","Lutjanus buccanella","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus buccanella","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168853","Species","Lutjanus campechanus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus campechanus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168857","Species","Lutjanus jocu","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus jocu","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168858","Species","Lutjanus mahogoni","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus mahogoni","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168859","Species","Lutjanus purpureus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus purpureus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168860","Species","Lutjanus synagris","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus synagris","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168861","Species","Lutjanus vivanus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus vivanus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168862","Species","Lutjanus kasmira","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus kasmira","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168863","Species","Lutjanus fulvus","Teleostei","Lutjanidae","Lutjanus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lutjanus fulvus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168899","Species","Apsilus dentatus","Teleostei","Lutjanidae","Apsilus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Apsilus dentatus","Apsilinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168902","Species","Etelis oculatus","Teleostei","Lutjanidae","Etelis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Etelis oculatus","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168903","Species","Etelis carbunculus","Teleostei","Lutjanidae","Etelis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Etelis carbunculus","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168905","Species","Etelis coruscans","Teleostei","Lutjanidae","Etelis","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Etelis coruscans","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168907","Species","Ocyurus chrysurus","Teleostei","Lutjanidae","Ocyurus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Ocyurus chrysurus","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168909","Species","Rhomboplites aurorubens","Teleostei","Lutjanidae","Rhomboplites","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Rhomboplites aurorubens","Lutjaninae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168913","Species","Pristipomoides aquilonaris","Teleostei","Lutjanidae","Pristipomoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pristipomoides aquilonaris","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168916","Species","Pristipomoides filamentosus","Teleostei","Lutjanidae","Pristipomoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pristipomoides filamentosus","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168918","Species","Pristipomoides sieboldii","Teleostei","Lutjanidae","Pristipomoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pristipomoides sieboldii","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168919","Species","Pristipomoides zonatus","Teleostei","Lutjanidae","Pristipomoides","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Pristipomoides zonatus","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168926","Species","Aprion virescens","Teleostei","Lutjanidae","Aprion","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Aprion virescens","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"168929","Species","Aphareus rutilans","Teleostei","Lutjanidae","Aphareus","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Aphareus rutilans","Etelinae","Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
"169007","Species","Lobotes surinamensis","Teleostei","Lobotidae","Lobotes","Deuterostomia",NA,"Gnathostomata","Animalia","Perciformes","Chordata","Lobotes surinamensis",NA,"Bilateria","Percoidei","Vertebrata","Actinopterygii",NA,NA,NA,NA,NA,NA,"Acanthopterygii",NA,NA,NA,NA,NA
