"source","table","year","port_complex","category","comm_name_orig","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 5g",1993,"Los Angeles","Fish","Sole, Dover","whole",137,62.1421626345309,107
"FB 181","Table 5g",1993,"Los Angeles","Fish","Sole, petrale","whole",50,22.6796213994638,174
"FB 181","Table 5g",1993,"Los Angeles","Fish","Sole, rex","whole",86,39.0089488070778,31
"FB 181","Table 5g",1993,"Los Angeles","Fish","Sole, sand","whole",875,396.893374490617,639
"FB 181","Table 5g",1993,"Los Angeles","Fish","Sole, unspecified","whole",12437,5641.32902690263,7917
"FB 181","Table 5g",1993,"Los Angeles","Fish","Splittail","whole",62,28.1227305353351,93
"FB 181","Table 5g",1993,"Los Angeles","Fish","Stingray","whole",90,40.8233185190349,27
"FB 181","Table 5g",1993,"Los Angeles","Fish","Surfperch, black","whole",150,68.0388641983915,114
"FB 181","Table 5g",1993,"Los Angeles","Fish","Surfperch, unspecified","whole",4327,1962.6944359096,4292
"FB 181","Table 5g",1993,"Los Angeles","Fish","Swordfish","whole",364761,165452.827625796,1508747
"FB 181","Table 5g",1993,"Los Angeles","Fish","Thornyheads (unspecified)","whole",26714,12117.2681213055,23835
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, albacore","whole",1635389,741800.067216955,1563151
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, bigeye","whole",7807,3541.19608531228,18894
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, bluefin","whole",1153244,523102.746024065,609566
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, skipjack","whole",10002681,4537140.3611922,2416372
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, skipjack, black","whole",137980,62586.6832139604,28976
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, unspecified","whole",5980,2712.48271937587,20440
"FB 181","Table 5g",1993,"Los Angeles","Fish","Tuna, yellowfin","whole",8253503,3743726.46518678,6071913
"FB 181","Table 5g",1993,"Los Angeles","Fish","Wahoo","whole",15175,6883.26509473727,10873
"FB 181","Table 5g",1993,"Los Angeles","Fish","Whitefish, ocean","whole",926,420.02658831807,630
"FB 181","Table 5g",1993,"Los Angeles","Fish","Whiting, Pacific","whole",1543,699.893116387453,1455
"FB 181","Table 5g",1993,"Los Angeles","Fish","Yellowtail","whole",36440,16528.9080759292,44887
"FB 181","Table 5g",1993,"Los Angeles","Miscellaneous invertebrates","Unspecified species","whole",70,31.7514699592493,70
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Abalone, black","whole",119,53.9774989307239,946
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Abalone, green","whole",9146,4148.55634638992,31410
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Abalone, pink","whole",9428,4276.4694110829,34717
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Abalone, red","whole",452,205.023777451153,2762
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Clam, California jackknife","whole",2384,1081.36434832643,4916
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Limpet, unspecified","whole",27,12.2469955557105,21
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Mussel","whole",11527,5228.55991743239,6916
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Octopus, unspecified","whole",735,333.390434572118,940
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Snail, sea","whole",21271,9648.3645357599,7281
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Squid, market","whole",28416589,12889549.5996834,2717448
"FB 181","Table 5g",1993,"Los Angeles","Mollusks","Whelk, Kellet's","whole",16,7.25747884782842,8
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, black","whole",784,355.616463543593,1221
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, blackgill","whole",45045,20432.070918777,27653
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, blue","whole",995,451.32446584933,1737
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, bocaccio","whole",257652,116868.996256293,123687
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, brown","whole",55,24.9475835394102,14
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, canary","whole",65,29.483507819303,98
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, chilipepper","whole",4581,2077.90691261888,4670
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, copper","whole",1487,674.491940420054,1579
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, cowcod","whole",8722,3956.23315692247,13811
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, grass","whole",1031,467.653793256944,3838
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, group bolina","whole",309,140.160060248686,325
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, group red","whole",87418,39652.1428699666,124431
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, olive","whole",32,14.5149576956568,64
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, Pacific ocean perch","whole",22,9.97903341576408,22
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, starry","whole",18179,8245.85674841705,29584
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, unspecified","whole",103505,46949.0842590301,127760
"FB 181","Table 5g",1993,"Los Angeles","Rockfish","Rockfish, yellowtail","whole",700,317.514699592493,42
"FB 181","Table 5g",1993,"Monterey","Crustaceans","Crab, Dungeness","whole",28638,12989.9799527569,56810
"FB 181","Table 5g",1993,"Monterey","Crustaceans","Crab, rock unspecified","whole",9528,4321.82865388182,14358
"FB 181","Table 5g",1993,"Monterey","Crustaceans","Prawn, spot","whole",29682,13463.5304475777,148242
"FB 181","Table 5g",1993,"Monterey","Crustaceans","Shrimp, Pacific Ocean","whole",88,39.9161336630563,44
"FB 181","Table 5g",1993,"Monterey","Crustaceans","Shrimp, red rock","whole",73,33.1122472432172,183
"FB 181","Table 5g",1993,"Monterey","Echinoderms","Echinoderm, unspecified","whole",10,4.53592427989276,4
"FB 181","Table 5g",1993,"Monterey","Echinoderms","Urchin, purple sea","whole",19,8.61825613179625,67
"FB 181","Table 5g",1993,"Monterey","Echinoderms","Urchin, red","whole",8,3.62873942391421,8
"FB 181","Table 5g",1993,"Monterey","Fish","Anchovy, northern","whole",2832819,1284945.24826415,198866
"FB 181","Table 5g",1993,"Monterey","Fish","Barracuda, California","whole",744,337.472766424022,366
"FB 181","Table 5g",1993,"Monterey","Fish","Bonito, Pacific","whole",1883,854.114541903807,2328
"FB 181","Table 5g",1993,"Monterey","Fish","Butterfish (Pacific pompano)","whole",11826,5364.18405340118,11482
"FB 181","Table 5g",1993,"Monterey","Fish","Cabezon","whole",23,10.4326258437534,12
"FB 181","Table 5g",1993,"Monterey","Fish","Cod, Pacific","whole",5,2.26796213994638,9
"FB 181","Table 5g",1993,"Monterey","Fish","Croaker, white","whole",122964,55775.5393152734,41801
"FB 181","Table 5g",1993,"Monterey","Fish","Eel","whole",460,208.652516875067,146
"FB 181","Table 5g",1993,"Monterey","Fish","Eel, wolf (wolf-eel)","whole",212,96.1615947337266,56
"FB 181","Table 5g",1993,"Monterey","Fish","Fish, unspecified","whole",91,41.2769109470241,29
"FB 181","Table 5g",1993,"Monterey","Fish","Flounder, starry","whole",1580,716.676036223057,712
"FB 181","Table 5g",1993,"Monterey","Fish","Flounder, unspecified","whole",4387,1989.90998158896,3742
"FB 181","Table 5g",1993,"Monterey","Fish","Greenling, kelp","whole",4,1.81436971195711,9
"FB 181","Table 5g",1993,"Monterey","Fish","Grenadiers","whole",4813,2183.14035591239,562
"FB 181","Table 5g",1993,"Monterey","Fish","Guitarfish, shovelnose","whole",25,11.3398106997319,25
"FB 181","Table 5g",1993,"Monterey","Fish","Hagfish","whole",444,201.395038027239,117
"FB 181","Table 5g",1993,"Monterey","Fish","Halibut, California","whole",44730,20289.1893039603,110171
"FB 181","Table 5g",1993,"Monterey","Fish","Herring, Pacific","whole",1470,666.780869144236,179
"FB 181","Table 5g",1993,"Monterey","Fish","Jacksmelt","whole",1536,696.717969391529,538
"FB 181","Table 5g",1993,"Monterey","Fish","Lingcod","whole",323307,146649.607115929,140162
"FB 181","Table 5g",1993,"Monterey","Fish","Lizardfish, California","whole",8382,3802.01173140611,1774
"FB 181","Table 5g",1993,"Monterey","Fish","Louvar","whole",8559,3882.29759116022,22021
"FB 181","Table 5g",1993,"Monterey","Fish","Mackerel, jack","whole",760841,345111.716503789,89901
"FB 181","Table 5g",1993,"Monterey","Fish","Mackerel, Pacific","whole",83954,38080.8986994117,12970
"FB 181","Table 5g",1993,"Monterey","Fish","Mullet, striped","whole",6,2.72155456793566,2
"FB 181","Table 5g",1993,"Monterey","Fish","Opah","whole",6664,3022.73994012054,2487
"FB 181","Table 5g",1993,"Monterey","Fish","Sablefish","whole",303641,137729.258427092,128552
"FB 181","Table 5g",1993,"Monterey","Fish","Salmon","whole",37735,17116.3102701753,83956
"FB 181","Table 5g",1993,"Monterey","Fish","Salmon, Chinook","whole",640779,290652.502414541,1467165
"FB 181","Table 5g",1993,"Monterey","Fish","Salmon, coho","whole",168,76.2035279021984,271
"FB 181","Table 5g",1993,"Monterey","Fish","Sanddab","whole",65376,29654.0585722269,26033
"FB 181","Table 5g",1993,"Monterey","Fish","Sardine, Pacific","whole",1489540,675644.065187147,81777
"FB 181","Table 5g",1993,"Monterey","Fish","Scorpionfish, California","whole",30,13.6077728396783,33
"FB 181","Table 5g",1993,"Monterey","Fish","Sculpin, staghorn","whole",32,14.5149576956568,32
"FB 181","Table 5g",1993,"Monterey","Fish","Seabass, white","whole",3482,1579.40883425866,7049
"FB 181","Table 5g",1993,"Monterey","Fish","Shad, American","whole",330,149.685501236461,64
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, bigeye thresher","whole",799,362.420349963432,106
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, brown smoothhound","whole",111,50.3487595068097,93
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, leopard","whole",513,232.692915558499,411
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, Pacific angel","whole",531,240.857579262306,255
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, shortfin mako","whole",8556,3880.93681387625,10177
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, smooth hammerhead","whole",129,58.5134232106166,54
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, soupfin","whole",10735,4869.31471446488,9125
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, spiny dogfish","whole",132,59.8742004945845,37
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, thresher","whole",5707,2588.6519865348,6768
"FB 181","Table 5g",1993,"Monterey","Fish","Shark, unspecified","whole",2893,1312.24289417298,1795
"FB 181","Table 5g",1993,"Monterey","Fish","Silversides","whole",15,6.80388641983915,5
"FB 181","Table 5g",1993,"Monterey","Fish","Skate, unspecified","whole",29751,13494.828325109,9053
"FB 181","Table 5g",1993,"Monterey","Fish","Smelts, true","whole",131,59.4206080665952,72
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, butter","whole",130,58.9670156386059,65
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, Dover","whole",1072016,486258.340283352,222031
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, English","whole",171147,77630.9832730807,56612
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, fantail","whole",9,4.08233185190349,5
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, petrale","whole",137816,62512.2940557701,116346
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, rex","whole",98422,44643.4739475606,35278
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, rock","whole",245,111.130144857373,151
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, sand","whole",6938,3147.0242653896,6508
"FB 181","Table 5g",1993,"Monterey","Fish","Sole, unspecified","whole",244,110.676552429383,128
"FB 181","Table 5g",1993,"Monterey","Fish","Surfperch, unspecified","whole",100,45.3592427989276,25
"FB 181","Table 5g",1993,"Monterey","Fish","Swordfish","whole",254314,115354.904731665,762640
"FB 181","Table 5g",1993,"Monterey","Fish","Thornyheads (unspecified)","whole",209674,95106.5387462235,98503
"FB 181","Table 5g",1993,"Monterey","Fish","Tuna, albacore","whole",589543,267412.240774082,693067
"FB 181","Table 5g",1993,"Monterey","Fish","Tuna, blackfin","whole",341,154.675017944343,341
"FB 181","Table 5g",1993,"Monterey","Fish","Tuna, bluefin","whole",25606,11614.6877110934,36069
"FB 181","Table 5g",1993,"Monterey","Fish","Tuna, unspecified","whole",7081,3211.88798259207,10381
"FB 181","Table 5g",1993,"Monterey","Fish","Tuna, yellowfin","whole",57,25.8547683953887,45
"FB 181","Table 5g",1993,"Monterey","Fish","Turbot","whole",625,283.495267493298,213
"FB 181","Table 5g",1993,"Monterey","Fish","Whitefish, ocean","whole",203,92.0792628818231,61
"FB 181","Table 5g",1993,"Monterey","Miscellaneous invertebrates","Unspecified species","whole",269,122.016363129115,117
"FB 181","Table 5g",1993,"Monterey","Mollusks","Limpet, unspecified","whole",141,63.956532346488,106
"FB 181","Table 5g",1993,"Monterey","Mollusks","Mollusk, unspecified","whole",2,0.907184855978553,18
"FB 181","Table 5g",1993,"Monterey","Mollusks","Mussel","whole",10,4.53592427989276,6
"FB 181","Table 5g",1993,"Monterey","Mollusks","Octopus, unspecified","whole",924,419.119403462091,686
"FB 181","Table 5g",1993,"Monterey","Mollusks","Squid, market","whole",13314438,6039328.25973268,1960084
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, bank","whole",58008,26311.9895628019,25499
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, black","whole",858,389.182303214799,438
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, blackgill","whole",4191,1901.00586570306,1672
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, blue","whole",8327,3777.0641478667,3057
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, bocaccio","whole",514319,233291.203971017,203675
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, brown","whole",4954,2247.09688825887,1995
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, canary","whole",180,81.6466370380698,178
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, chilipepper","whole",649537,294625.064898871,269249
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, China","whole",151,68.4924566263807,138
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, copper","whole",84,38.1017639510992,85
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, cowcod","whole",503,228.156991278606,353
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, gopher","whole",101,45.8128352269169,151
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, greenstriped","whole",236,107.047813005469,118
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group bocaccio/chilipepper","whole",997,452.231650705309,399
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group bolina","whole",6468,2933.83582423464,7448
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group deepwater reds","whole",500,226.796213994638,150
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group gopher","whole",74813,33934.6103151617,98258
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group red","whole",150794,68399.0165862149,123921
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group rosefish","whole",318024,144253.278318862,74455
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, group small","whole",119764,54324.0435457077,27272
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, honeycomb","whole",24,10.8862182717426,9
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, splitnose","whole",10774,4887.00481915646,2694
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, unspecified","whole",882105,400116.148691481,347293
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, vermilion","whole",1669,757.045762314102,1561
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, widow","whole",191059,86662.9156992031,69350
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, yelloweye","whole",2053,931.225254661984,1829
"FB 181","Table 5g",1993,"Monterey","Rockfish","Rockfish, yellowtail","whole",8104,3675.9130364251,3774
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Crab, claws","claws",7024,3186.03321419668,2166
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Crab, Dungeness","whole",162038,73499.2098465264,312623
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Crab, rock unspecified","whole",373765,169536.973847412,363213
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Crab, spider","whole",2593,1176.16516577619,1532
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Lobster, California spiny","whole",764,346.544614983807,4857
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Prawn, ridgeback","whole",292,132.448988972869,394
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Prawn, spot","whole",37181,16865.0200650693,186566
"FB 181","Table 5g",1993,"Morro Bay","Crustaceans","Shrimp, Pacific Ocean","whole",128,58.0598307826274,64
"FB 181","Table 5g",1993,"Morro Bay","Echinoderms","Sea cucumber, unspecified","whole",2967,1345.80873384418,742
"FB 181","Table 5g",1993,"Morro Bay","Echinoderms","Urchin, purple sea","whole",20,9.07184855978553,15
"FB 181","Table 5g",1993,"Morro Bay","Echinoderms","Urchin, red","whole",1273,577.423160830349,810
"FB 181","Table 5g",1993,"Morro Bay","Fish","Anchovy, northern","whole",2500,1133.98106997319,500
"FB 181","Table 5g",1993,"Morro Bay","Fish","Barracuda, California","whole",7481,3393.32495378778,6311
"FB 181","Table 5g",1993,"Morro Bay","Fish","Bass, giant sea","whole",7,3.17514699592493,18
"FB 181","Table 5g",1993,"Morro Bay","Fish","Bonito, Pacific","whole",243,110.222960001394,146
"FB 181","Table 5g",1993,"Morro Bay","Fish","Butterfish (Pacific pompano)","whole",82,37.1945790951207,65
"FB 181","Table 5g",1993,"Morro Bay","Fish","Cabezon","whole",37078,16818.3000449864,120851
"FB 181","Table 5g",1993,"Morro Bay","Fish","Cod, Pacific","whole",130,58.9670156386059,325
"FB 181","Table 5g",1993,"Morro Bay","Fish","Croaker, white","whole",22618,10259.3535362615,6295
"FB 181","Table 5g",1993,"Morro Bay","Fish","Eel","whole",65,29.483507819303,135
"FB 181","Table 5g",1993,"Morro Bay","Fish","Eel, California moray","whole",32,14.5149576956568,24
"FB 181","Table 5g",1993,"Morro Bay","Fish","Eel, wolf (wolf-eel)","whole",206,93.4400401657909,143
"FB 181","Table 5g",1993,"Morro Bay","Fish","Fish, unspecified","whole",219,99.3367417296515,738
"FB 181","Table 5g",1993,"Morro Bay","Fish","Flounder, arrowtooth","whole",26,11.7934031277212,23
"FB 181","Table 5g",1993,"Morro Bay","Fish","Flounder, starry","whole",2080,943.472250217695,1868
"FB 181","Table 5g",1993,"Morro Bay","Fish","Flounder, unspecified","whole",3648,1654.70517730488,5298
"FB 181","Table 5g",1993,"Morro Bay","Fish","Greenling, kelp","whole",482,218.631550290831,1719
"FB 181","Table 5g",1993,"Morro Bay","Fish","Grenadiers","whole",3964,1798.04038454949,794
"FB 181","Table 5g",1993,"Morro Bay","Fish","Guitarfish, shovelnose","whole",1440,653.173096304558,624
"FB 181","Table 5g",1993,"Morro Bay","Fish","Hagfish","whole",4,1.81436971195711,2
"FB 181","Table 5g",1993,"Morro Bay","Fish","Halibut, California","whole",67836,30769.8959450805,171641
"FB 181","Table 5g",1993,"Morro Bay","Fish","Lingcod","whole",66793,30296.7990426877,39958
"FB 181","Table 5g",1993,"Morro Bay","Fish","Louvar","whole",2173,985.656346020697,6914
"FB 181","Table 5g",1993,"Morro Bay","Fish","Mackerel, jack","whole",36,16.3293274076139,12
"FB 181","Table 5g",1993,"Morro Bay","Fish","Mackerel, Pacific","whole",145,65.7709020584451,44
"FB 181","Table 5g",1993,"Morro Bay","Fish","Opah","whole",6888,3124.34464399014,3811
"FB 181","Table 5g",1993,"Morro Bay","Fish","Opaleye","whole",3,1.36077728396783,2
"FB 181","Table 5g",1993,"Morro Bay","Fish","Prickleback, monkeyface","whole",6,2.72155456793566,9
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sablefish","whole",629260,285427.571236532,179272
"FB 181","Table 5g",1993,"Morro Bay","Fish","Salmon","whole",2283,1035.55151309952,5987
"FB 181","Table 5g",1993,"Morro Bay","Fish","Salmon, Chinook","whole",291281,132122.856017144,686028
"FB 181","Table 5g",1993,"Morro Bay","Fish","Salmon, coho","whole",193,87.5433386019303,270
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sanddab","whole",38098,17280.9643215354,11746
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sanddab, Pacific","whole",1181,535.692657455335,354
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sardine, Pacific","whole",3,1.36077728396783,0.1
"FB 181","Table 5g",1993,"Morro Bay","Fish","Scorpionfish, California","whole",502,227.703398850617,1006
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sculpin, staghorn","whole",45,20.4116592595174,55
"FB 181","Table 5g",1993,"Morro Bay","Fish","Seabass, white","whole",3013,1366.67398553169,7440
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, bigeye thresher","whole",724,328.400917864236,362
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, blue","whole",128,58.0598307826274,64
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, brown smoothhound","whole",500,226.796213994638,228
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, leopard","whole",1294,586.948601818124,735
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, Pacific angel","whole",10155,4606.2311062311,5989
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, shortfin mako","whole",7770,3524.41316547668,9591
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, soupfin","whole",8607,3904.0700277037,4921
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, spiny dogfish","whole",16,7.25747884782842,4
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, thresher","whole",7212,3271.30859065866,9691
"FB 181","Table 5g",1993,"Morro Bay","Fish","Shark, unspecified","whole",118,53.5239065027346,76
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sheephead, California","whole",1153,522.992069471636,1874
"FB 181","Table 5g",1993,"Morro Bay","Fish","Skate, unspecified","whole",1516,687.646120831743,487
"FB 181","Table 5g",1993,"Morro Bay","Fish","Smelts, true","whole",41,18.5972895475603,10
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, Dover","whole",3018555,1369193.69146917,803254
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, English","whole",37696,17098.6201654838,14370
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, petrale","whole",71306,32343.8616702033,72618
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, rex","whole",263242,119404.577928753,102554
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, sand","whole",2026,918.978259106274,1536
"FB 181","Table 5g",1993,"Morro Bay","Fish","Sole, unspecified","whole",1356,615.071332353459,789
"FB 181","Table 5g",1993,"Morro Bay","Fish","Surfperch, barred","whole",8424,3821.06261338166,14272
"FB 181","Table 5g",1993,"Morro Bay","Fish","Surfperch, rainbow","whole",171,77.5643051861663,103
"FB 181","Table 5g",1993,"Morro Bay","Fish","Surfperch, rubberlip","whole",30,13.6077728396783,31
"FB 181","Table 5g",1993,"Morro Bay","Fish","Surfperch, shiner","whole",20,9.07184855978553,12
"FB 181","Table 5g",1993,"Morro Bay","Fish","Surfperch, unspecified","whole",33492,15191.7175982168,57563
"FB 181","Table 5g",1993,"Morro Bay","Fish","Swordfish","whole",124541,56490.8545742125,376920
"FB 181","Table 5g",1993,"Morro Bay","Fish","Thornyheads (unspecified)","whole",1945354,882397.844158651,882199
"FB 181","Table 5g",1993,"Morro Bay","Fish","Triggerfish","whole",4,1.81436971195711,2
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, albacore","whole",36754,16671.3360983179,41430
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, bigeye","whole",64,29.0299153913137,112
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, bluefin","whole",14441,6550.32825259314,23674
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, skipjack","whole",441,200.034260743271,137
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, unspecified","whole",7367,3341.615416997,10862
"FB 181","Table 5g",1993,"Morro Bay","Fish","Tuna, yellowfin","whole",2069,938.482733509813,3876
"FB 181","Table 5g",1993,"Morro Bay","Fish","Turbot","whole",313,141.974429960644,132
"FB 181","Table 5g",1993,"Morro Bay","Fish","Whitefish, ocean","whole",54,24.4939911114209,40
"FB 181","Table 5g",1993,"Morro Bay","Fish","Whiting, Pacific","whole",2,0.907184855978553,0.1
"FB 181","Table 5g",1993,"Morro Bay","Miscellaneous invertebrates","Unspecified species","whole",37,16.7829198356032,73
"FB 181","Table 5g",1993,"Morro Bay","Mollusks","Abalone, red","whole",364,165.107643788097,2263
"FB 181","Table 5g",1993,"Morro Bay","Mollusks","Octopus, unspecified","whole",329,149.231908808472,222
"FB 181","Table 5g",1993,"Morro Bay","Mollusks","Scallop, unspecified","whole",7,3.17514699592493,14
"FB 181","Table 5g",1993,"Morro Bay","Mollusks","Snail, sea","whole",282,127.913064692976,141
"FB 181","Table 5g",1993,"Morro Bay","Mollusks","Squid, market","whole",4488807,2036088.86590526,805262
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, bank","whole",2078,942.565065361716,935
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, black","whole",3033,1375.74583409148,1537
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, blackgill","whole",94426,42830.9186053154,41348
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, blue","whole",9032,4096.84680959914,4458
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, bocaccio","whole",341020,154684.089792903,119700
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, bronzespotted","whole",31,14.0613652676676,11
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, canary","whole",3,1.36077728396783,2
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, chilipepper","whole",68668,31147.2848451676,29188
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, China","whole",723,327.947325436247,1422
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, copper","whole",970,439.984655149598,1253
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, copper (whitebelly)","whole",1734,786.529270133405,2469
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, cowcod","whole",5030,2281.56991278606,5490
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, gopher","whole",202,91.6256704538338,502
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, grass","whole",20758,9415.6716202014,67381
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, greenspotted","whole",217,98.429556873673,260
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, group bocaccio/chilipepper","whole",2545,1154.39272923271,1000
"FB 181","Table 5g",1993,"Morro Bay","Rockfish","Rockfish, group bolina","whole",17199,7801.33616898756,27031
