"source","table","category","comm_name_orig","comm_name","sci_name","year","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 4a","Fish","Triggerfish","Triggerfish","Balistidae spp.",1993,"not specified",4,1.81436971195711,2
"FB 181","Table 4a","Fish","Smelts, true","True smelt","Osmeridae spp.",1993,"not specified",3486,1581.22320397062,879
"FB 181","Table 4a","Fish","Tuna, unspecified","Tuna","Scombridae spp.",1993,"not specified",35229,15979.6076456342,70659
"FB 181","Table 4a","Fish","Turbot","Turbot","Pleuronectidae spp.",1993,"not specified",17262,7829.91249195089,5320
"FB 181","Table 4a","Fish","Wahoo","Wahoo","Acanthocybium solandri",1993,"not specified",15342,6959.01503021148,11046
"FB 181","Table 4a","Fish","Surfperch, walleye","Walleye surfperch","Hyperprosopon argenteum",1993,"not specified",482,218.631550290831,316
"FB 181","Table 4a","Fish","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1993,"not specified",714249,323977.938098913,410514
"FB 181","Table 4a","Fish","Seabass, white","White seabass","Atractoscion nobilis",1993,"not specified",100060,45386.458344607,206040
"FB 181","Table 4a","Fish","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",1993,"not specified",8864,4020.64328169695,2697
"FB 181","Table 4a","Fish","Eel, wolf (wolf-eel)","Wolf eel","Anarrhichthys ocellatus",1993,"not specified",1556,705.789817951314,715
"FB 181","Table 4a","Fish","Goby, yellowfin","Yellowfin goby","Acanthogobius flavimanus",1993,"not specified",12279,5569.66142328032,12960
"FB 181","Table 4a","Fish","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1993,"not specified",8275912,3753891.01790559,6127052
"FB 181","Table 4a","Fish","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1993,"not specified",59066,26791.8903516146,67519
"FB 181","Table 4g","Miscellaneous species","Unspecified species","Fish","Osteichthyes spp.",1993,"not specified",608,275.78419621748,469
"FB 181","Table 4g","Miscellaneous species","Worms, marine","Marine worm","Polychaeta spp.",1993,"not specified",13,5.89670156386059,72
"FB 181","Table 4e","Mollusks","Abalone, black","Black abalone","Haliotis cracherodii",1993,"not specified",2031,921.24622124622,10789
"FB 181","Table 4e","Mollusks","Clam, California jackknife","California jackknife clam","Ensis myrae",1993,"not specified",2384,1081.36434832643,4916
"FB 181","Table 4e","Mollusks","Chiton, unspecified","Chiton","Polyplacophora spp.",1993,"not specified",296,134.263358684826,592
"FB 181","Table 4e","Mollusks","Clam, unspecified","Clam","Bivalvia spp.",1993,"not specified",14443,6551.23543744912,7264
"FB 181","Table 4e","Mollusks","Abalone, green","Green abalone","Haliotis fulgens",1993,"not specified",10858,4925.10658310756,42787
"FB 181","Table 4e","Mollusks","Whelk, Kellet's","Kellet's whelk","Kelletia kelletii",1993,"not specified",4590,2081.98924447078,1547
"FB 181","Table 4e","Mollusks","Limpet, unspecified","Limpet","Archaeogastropoda spp.",1993,"not specified",205,92.9864477378016,134
"FB 181","Table 4e","Mollusks","Squid, market","Market squid","Doryteuthis opalescens",1993,"not specified",94185071,42721635.0352324,10101101
"FB 181","Table 4e","Mollusks","Mollusk, unspecified","Mollusk","Mollusca spp.",1993,"not specified",2,0.907184855978553,18
"FB 181","Table 4e","Mollusks","Snails, moon","Moon snail","Naticidae spp.",1993,"not specified",46,20.8652516875067,23
"FB 181","Table 4e","Mollusks","Mussel","Mussel","Mytilidae spp.",1993,"not specified",11567,5246.70361455196,6940
"FB 181","Table 4e","Mollusks","Octopus, unspecified","Octopus","Octopoda spp.",1993,"not specified",24751,11226.8661851626,15498
"FB 181","Table 4e","Mollusks","Abalone, pink","Pink abalone","Haliotis corrugata",1993,"not specified",19932,9041.00427468226,121272
"FB 181","Table 4e","Mollusks","Abalone, red","Red abalone","Haliotis rufescens",1993,"not specified",428518,194372.520057109,2977766
"FB 181","Table 4e","Mollusks","Scallop, unspecified","Scallop","Pectinidae spp.",1993,"not specified",233,105.687035721501,527
"FB 181","Table 4e","Mollusks","Snail, sea","Sea snail","Gastropoda spp.",1993,"not specified",167704,76069.2645435136,50951
"FB 181","Table 4b","Rockfish","Rockfish, aurora","Aurora rockfish","Sebastes aurora",1993,"not specified",332,150.59268609244,481
"FB 181","Table 4b","Rockfish","Rockfish, bank","Bank rockfish","Sebastes rufus",1993,"not specified",99524,45143.3328032047,40684
"FB 181","Table 4b","Rockfish","Rockfish, black","Black rockfish","Sebastes melanops",1993,"not specified",85711,38877.8605953889,41684
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow","Black-and-yellow rockfish","Sebastes chrysomelas",1993,"not specified",80,36.2873942391421,40
"FB 181","Table 4b","Rockfish","Rockfish, blackgill","Blackgill rockfish","Sebastes melanostomus",1993,"not specified",490442,222460.777567917,282994
"FB 181","Table 4b","Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",1993,"not specified",26269,11915.4194908503,14584
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio","Bocaccio rockfish","Sebastes paucispinis",1993,"not specified",2575401,1168182.39263601,978095
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",1993,"not specified",15472,7017.98204585008,5599
"FB 181","Table 4b","Rockfish","Rockfish, group bolina","Bolina rockfish group","Sebastes spp.",1993,"not specified",103485,46940.0124104703,175393
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted","Bronzespotted rockfish","Sebastes gilli",1993,"not specified",31,14.0613652676676,11
"FB 181","Table 4b","Rockfish","Rockfish, brown","Brown rockfish","Sebastes auriculatus",1993,"not specified",8343,3784.32162671453,3657
"FB 181","Table 4b","Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",1993,"not specified",84992,38551.7276396646,43532
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper","Chilipepper rockfish","Sebastes goodei",1993,"not specified",2074784,941106.312113303,814037
"FB 181","Table 4b","Rockfish","Rockfish, China","China rockfish","Sebastes nebulosus",1993,"not specified",10324,4682.88822656129,17281
"FB 181","Table 4b","Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1993,"not specified",15804,7168.57473194252,12640
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)","Copper rockfish","Sebastes caurinus",1993,"not specified",5339,2421.72997303475,5347
"FB 181","Table 4b","Rockfish","Rockfish, cowcod","Cowcod rockfish","Sebastes levis",1993,"not specified",30391,13785.1274790221,37832
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds","Deepwater reds rockfish group","Sebastes spp.",1993,"not specified",500,226.796213994638,150
"FB 181","Table 4b","Rockfish","Rockfish, flag","Flag rockfish","Sebastes rubrivinctus",1993,"not specified",1943,881.330087583164,4167
"FB 181","Table 4b","Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1993,"not specified",350,158.757349796247,732
"FB 181","Table 4b","Rockfish","Rockfish, group gopher","Gopher rockfish group","Sebastes spp.",1993,"not specified",170080,77147.0001524161,256801
"FB 181","Table 4b","Rockfish","Rockfish, grass","Grass rockfish","Sebastes rastrelliger",1993,"not specified",22139,10042.0827632546,72514
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted","Greenspotted rockfish","Sebastes chlorostictus",1993,"not specified",9323,4228.84220614402,6391
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped","Greenstriped rockfish","Sebastes elongatus",1993,"not specified",1643,745.252359186381,721
"FB 181","Table 4b","Rockfish","Rockfish, honeycomb","Honeycomb rockfish","Sebastes umbrosus",1993,"not specified",24,10.8862182717426,9
"FB 181","Table 4b","Rockfish","Rockfish, kelp","Kelp rockfish","Sebastes atrovirens",1993,"not specified",5663,2568.69391970327,5652
"FB 181","Table 4b","Rockfish","Rockfish, olive","Olive rockfish","Sebastes serranoides",1993,"not specified",483,219.08514271882,336
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch","Pacific ocean perch rockfish","Sebastes alutus",1993,"not specified",128,58.0598307826274,117
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose","Pinkrose rockfish","Sebastes simulator",1993,"not specified",244,110.676552429383,90
"FB 181","Table 4b","Rockfish","Rockfish, group red","Red rockfish group","Sebastes spp.",1993,"not specified",1274731,578208.329323198,1299091
"FB 181","Table 4b","Rockfish","Rockfish, redbanded","Redbanded rockfish","Sebastes babcocki",1993,"not specified",200,90.7184855978553,111
"FB 181","Table 4b","Rockfish","Rockfish, unspecified","Rockfish","Sebastes spp.",1993,"not specified",7177482,3255651.48722933,3608946
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish","Rosefish rockfish group","Sebastes spp.",1993,"not specified",756903,343325.469522367,183755
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn","Rosethorn rockfish","Sebastes helvomaculatus",1993,"not specified",2547,1155.29991408869,927
"FB 181","Table 4b","Rockfish","Rockfish, group small","Small rockfish group","Sebastes spp.",1993,"not specified",774441,351280.573524443,233180
"FB 181","Table 4b","Rockfish","Rockfish, splitnose","Splitnose rockfish","Sebastes diploproa",1993,"not specified",17602,7984.13391746724,4443
"FB 181","Table 4b","Rockfish","Rockfish, starry","Starry rockfish","Sebastes constellatus",1993,"not specified",26325,11940.8206668177,41003
"FB 181","Table 4b","Rockfish","Rockfish, treefish","Treefish rockfish","Sebastes serriceps",1993,"not specified",17,7.7110712758177,50
"FB 181","Table 4b","Rockfish","Rockfish, vermilion","Vermilion rockfish","Sebastes miniatus",1993,"not specified",2277,1032.82995853158,2009
"FB 181","Table 4b","Rockfish","Rockfish, widow","Widow rockfish","Sebastes entomelas",1993,"not specified",2560432,1161392.56758144,775457
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1993,"not specified",40158,18215.3647231934,36919
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail","Yellowtail rockfish","Sebastes flavidus",1993,"not specified",251775,114203.233557,103278
"FB 181","Table 4c","Crustaceans","Shrimp, bay","Bay shrimp","Crangon franciscorum",1994,"not specified",95328,43240.0589753617,422739
"FB 181","Table 4c","Crustaceans","Shrimp, brine","Brine shrimp","Artemia salina",1994,"not specified",741360,336275.28241413,526366
"FB 181","Table 4c","Crustaceans","Crab, box","Brown box crab","Lopholithodes foraminatus",1994,"not specified",2419,1097.24008330606,2852
"FB 181","Table 4c","Crustaceans","Lobster, California spiny","California spiny lobster","Panulirus interruptus",1994,"not specified",470180,213270.087791998,3493799
"FB 181","Table 4c","Crustaceans","Prawn, spot","California spot prawn","Pandalus platyceros",1994,"not specified",444354,201555.609746747,2760499
"FB 181","Table 4c","Crustaceans","Crab, claws","Crab","Brachyura spp.",1994,"claws",4423,2006.23930899657,4299
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified","Crustacean","Crustacea spp.",1994,"not specified",32,14.5149576956568,175
"FB 181","Table 4c","Crustaceans","Crab, Dungeness","Dungeness crab","Metacarcinus magister",1994,"not specified",13488794,6118414.82110718,18564551
"FB 181","Table 4c","Crustaceans","Shrimp, ghost","Ghost shrimp","Neotrypaea californiensis",1994,"not specified",1,0.453592427989276,6
"FB 181","Table 4c","Crustaceans","Prawn, golden","Golden prawn","Penaeus californiensis",1994,"not specified",25,11.3398106997319,132
"FB 181","Table 4c","Crustaceans","Crab, king","King crab","Paralithodes spp.",1994,"not specified",313,141.974429960644,542
"FB 181","Table 4c","Crustaceans","Shrimp, mantis","Mantis shrimp","Hemisquilla ensigera",1994,"not specified",200,90.7184855978553,1000
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean","Ocean (pink) shrimp","Pandalus jordani",1994,"not specified",11225390,5091751.90522654,6556654
"FB 181","Table 4c","Crustaceans","Shrimp, red rock","Red rock shrimp","Lysmata californica",1994,"not specified",27,12.2469955557105,205
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",1994,"not specified",162761,73827.1571719626,230803
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified","Rock crab","Cancer spp.",1994,"not specified",1002373,454668.802820895,1051492
"FB 181","Table 4c","Crustaceans","Crab, sand","Sand crab","Emerita analoga",1994,"not specified",127,57.6062383546381,315
"FB 181","Table 4c","Crustaceans","Crab, spider","Sheep crab","Loxorhynchus grandis",1994,"not specified",67290,30522.2344793984,46856
"FB 181","Table 4c","Crustaceans","Crab, shore","Shore crab","Pachygrapsus crassipes",1994,"not specified",8272,3752.11656432729,11498
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified","Shrimp","Decapoda spp.",1994,"not specified",3982,1806.2050482533,2190
"FB 181","Table 4c","Crustaceans","Crab, tanner","Tanner crab","Chionoecetes bairdi",1994,"not specified",2008,910.813595402467,2791
"FB 181","Table 4d","Echinoderms","Echinoderm, unspecified","Echinoderm","Echinodermata spp.",1994,"not specified",236,107.047813005469,1180
"FB 181","Table 4d","Echinoderms","Urchin, purple sea","Purple sea urchin","Strongylocentrotus purpuratus",1994,"not specified",146033,66239.463036558,166029
"FB 181","Table 4d","Echinoderms","Urchin, red","Red sea urchin","Mesocentrotus franciscanus",1994,"not specified",23772372,10782967.9345443,25322733
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified","Sea cucumber","Holothuroidea spp.",1994,"not specified",646929,293442.095846675,407510
"FB 181","Table 4d","Echinoderms","Sea stars","Sea star","Asteroidea spp.",1994,"not specified",668,302.999741896837,763
"FB 181","Table 4d","Echinoderms","Urchin, white","White sea urchin","Lytechinus anamesus",1994,"not specified",1481,671.770385852118,5985
"FB 181","Table 4a","Fish","Tuna, albacore","Albacore tuna","Thunnus alalunga",1994,"not specified",6989093,3170199.66331286,6320708
"FB 181","Table 4a","Fish","Shad, American","American shad","Alosa sapidissima",1994,"not specified",957,434.087953585737,1433
"FB 181","Table 4a","Fish","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",1994,"not specified",161936,73452.9434188715,20996
"FB 181","Table 4a","Fish","Surfperch, barred","Barred surfperch","Amphistichus argenteus",1994,"not specified",36936,16753.8899202119,63987
"FB 181","Table 4a","Fish","Shark, basking","Basking shark","Cetorhinus maximus",1994,"not specified",80,36.2873942391421,116
"FB 181","Table 4a","Fish","Ray, bat","Bat ray","Myliobatis californica",1994,"not specified",2,0.907184855978553,10
"FB 181","Table 4a","Fish","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",1994,"not specified",47942,21746.1281826619,34066
"FB 181","Table 4a","Fish","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1994,"not specified",83238,37756.1265209714,307349
"FB 181","Table 4a","Fish","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",1994,"not specified",176460,80040.9198429877,35292
"FB 181","Table 4a","Fish","Surfperch, black","Black surfperch","Embiotoca jacksoni",1994,"not specified",1303,591.030933670027,1159
"FB 181","Table 4a","Fish","Shark, blue","Blue shark","Prionace glauca",1994,"not specified",24828,11261.7928021178,15972
"FB 181","Table 4a","Fish","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1994,"not specified",2012277,912753.610216977,1678673
"FB 181","Table 4a","Fish","Shark, brown smoothhound","Brown smoothhound shark","Mustelus henlei",1994,"not specified",3886,1762.66017516633,5033
"FB 181","Table 4a","Fish","Mackerel, bullet","Bullet mackerel","Auxis rochei",1994,"not specified",19,8.61825613179625,8
"FB 181","Table 4a","Fish","Sole, butter","Butter sole","Isopsetta isolepis",1994,"not specified",262,118.84121613319,105
"FB 181","Table 4a","Fish","Turbot, c-o","C-O sole","Pleuronichthys coenosus",1994,"not specified",106,48.0807973668633,53
"FB 181","Table 4a","Fish","Cabezon","Cabezon","Scorpaenichthys marmoratus",1994,"not specified",82924,37613.6984985828,274370
"FB 181","Table 4a","Fish","Surfperch, calico","Calico surfperch","Amphistichus koelzi",1994,"not specified",1,0.453592427989276,3
"FB 181","Table 4a","Fish","Barracuda, California","California barracuda","Sphyraena argentea",1994,"not specified",300832,136455.11729687,136125
"FB 181","Table 4a","Fish","Halibut, California","California halibut","Paralichthys californicus",1994,"not specified",535018,242680.113637967,1520105
"FB 181","Table 4a","Fish","Lizardfish, California","California lizardfish","Synodus lucioceps",1994,"not specified",6077,2756.48118489083,1271
"FB 181","Table 4a","Fish","Eel, California moray","California moray eel","Gymnothorax mordax",1994,"not specified",5598,2539.21041188397,13959
"FB 181","Table 4a","Fish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1994,"not specified",113123,51311.7362314309,181007
"FB 181","Table 4a","Fish","Sheephead, California","California sheephead","Semicossyphus pulcher",1994,"not specified",259099,117525.344499594,749345
"FB 181","Table 4a","Fish","Skate, California","California skate","Beringraja inornata",1994,"not specified",155,70.3068263383378,28
"FB 181","Table 4a","Fish","Salmon, Chinook","Chinook salmon","Oncorhynchus tshawytscha",1994,"not specified",3098919,1405646.1933521,6424015
"FB 181","Table 4a","Fish","Salmon, roe (Chinook and coho)","Chinook/coho salmon","Oncorhynchus tshawytscha, Oncorhynchus kisutch",1994,"roe",317,143.788799672601,321
"FB 181","Table 4a","Fish","Salmon, chum","Chum salmon","Oncorhynchus keta",1994,"not specified",2,0.907184855978553,21
"FB 181","Table 4a","Fish","Salmon, coho","Coho salmon","Oncorhynchus kisutch",1994,"not specified",1011,458.581944697158,2419
"FB 181","Table 4a","Fish","Dolphin (fish)","Common dolphinfish","Coryphaena hippurus",1994,"not specified",82211,37290.2870974264,74889
"FB 181","Table 4a","Fish","Shark, thresher","Common thresher shark","Alopias vulpinus",1994,"not specified",427513,193916.659666979,583587
"FB 181","Table 4a","Fish","Sharks, cow","Cow shark","Hexanchidae spp.",1994,"not specified",122,55.3382762146917,73
"FB 181","Table 4a","Fish","Turbot, curlfin","Curlfin sole","Pleuronichthys decurrens",1994,"not specified",211,95.7080023057373,53
"FB 181","Table 4a","Fish","Sole, Dover","Dover sole","Microstomus pacificus",1994,"not specified",9888498,4485347.8169871,2904261
"FB 181","Table 4a","Fish","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1994,"not specified",1514,686.738935975764,4594
"FB 181","Table 4a","Fish","Sole, English","English sole","Parophrys vetulus",1994,"not specified",1019534,462452.902477619,379473
"FB 181","Table 4a","Fish","Escolar","Escolar","Lepidocybium flavobrunneum",1994,"not specified",10244,4646.60083232215,11113
"FB 181","Table 4a","Fish","Sole, fantail","Fantail sole","Xystreurys liolepis",1994,"not specified",476,215.909995722896,380
"FB 181","Table 4a","Fish","Fish, unspecified","Fish","Osteichthyes spp.",1994,"not specified",2333,1058.23113449898,1983
"FB 181","Table 4a","Fish","Flounder, unspecified","Flounder","Pleuronectidae spp.",1994,"not specified",5294,2401.31831377523,4010
"FB 181","Table 4a","Fish","Flyingfish","Flyingfish","Exocoetidae spp.",1994,"not specified",254,115.212476709276,109
"FB 181","Table 4a","Fish","Bass, giant sea","Giant sea bass","Stereolepis gigas",1994,"not specified",899,407.779592762359,1302
"FB 181","Table 4a","Fish","Shark, gray smoothhound","Gray smoothhound shark","Mustelus californicus",1994,"not specified",38,17.2365122635925,13
"FB 181","Table 4a","Fish","Grenadiers","Grenadier","Macrouridae spp.",1994,"not specified",1167200,529433.081949083,158516
"FB 181","Table 4a","Fish","Grouper","Grouper","Epinephelinae spp.",1994,"not specified",40,18.1436971195711,20
"FB 181","Table 4a","Fish","Hagfish","Hagfish","Eptatretus spp.",1994,"not specified",1206,547.032468155067,672
"FB 181","Table 4a","Fish","Halfmoon","Halfmoon","Medialuna californiensis",1994,"not specified",2067,937.575548653834,1821
"FB 181","Table 4a","Fish","Halibut, unspecified","Halibut","Pleuronectiformes spp.",1994,"not specified",185,83.9145991780161,546
"FB 181","Table 4a","Fish","Shark, horn","Horn shark","Heterodontus francisci",1994,"not specified",7,3.17514699592493,175
"FB 181","Table 4a","Fish","Jacksmelt","Jacksmelt","Atherinopsis californiensis",1994,"not specified",15084,6841.98818379024,9469
"FB 181","Table 4a","Fish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",1994,"not specified",2550,1156.66069137265,7357
"FB 181","Table 4a","Fish","Kelpfishes","Kelpfish","Gibbonsia spp.",1994,"not specified",683,309.803628316676,3415
"FB 181","Table 4a","Fish","Shark, leopard","Leopard shark","Triakis semifasciata",1994,"not specified",27615,12525.9548989239,19533
"FB 181","Table 4a","Fish","Lingcod","Lingcod","Ophiodon elongatus",1994,"not specified",1251353,567604.245541665,585850
"FB 181","Table 4a","Fish","Mudsucker, longjaw","Longjaw mudsucker","Gillichthys mirabilis",1994,"not specified",10,4.53592427989276,20
"FB 181","Table 4a","Fish","Thornyhead, longspine","Longspine thornyhead","Sebastolobus altivelis",1994,"not specified",944,428.191252021877,872
"FB 181","Table 4a","Fish","Tuna, longtail","Longtail tuna","Thunnus tonggol",1994,"not specified",82,37.1945790951207,98
"FB 181","Table 4a","Fish","Louvar","Louvar","Luvarus imperialis",1994,"not specified",5191,2354.59829369233,15974
"FB 181","Table 4a","Fish","Mackerel, unspecified","Mackerel","Scombridae spp.",1994,"not specified",30,13.6077728396783,12
"FB 181","Table 4a","Fish","Trawled fish for animal food","Miscellaneous (animal food)","variable spp.",1994,"not specified",44,19.9580668315282,29
"FB 181","Table 4a","Fish","Prickleback, monkeyface","Monkeyface prickleback","Cebidichthys violaceus",1994,"not specified",750,340.194320991957,1645
"FB 181","Table 4a","Fish","Smelt, night","Night smelt","Spirinchus starksi",1994,"not specified",1242232,563467.029005975,322265
"FB 181","Table 4a","Fish","Anchovy, northern","Northern anchovy","Engraulis mordax",1994,"not specified",3943602,1788788.00620337,456015
"FB 181","Table 4a","Fish","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",1994,"not specified",50746,23018.0013507438,32309
"FB 181","Table 4a","Fish","Silversides","Old World silverside","Atherinidae spp.",1994,"not specified",35,15.8757349796247,18
"FB 181","Table 4a","Fish","Opah","Opah","Lampris guttatus",1994,"not specified",155811,70674.6897974371,69597
"FB 181","Table 4a","Fish","Opaleye","Opaleye","Girella nigricans",1994,"not specified",6017,2729.26563921148,6696
"FB 181","Table 4a","Fish","Shark, Pacific angel","Pacific angel shark","Squatina californica",1994,"not specified",23230,10536.9521021909,14735
"FB 181","Table 4a","Fish","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1994,"not specified",921160,417831.200966602,190130
"FB 181","Table 4a","Fish","Cod, Pacific","Pacific cod","Gadus macrocephalus",1994,"not specified",28,12.7005879836997,8
"FB 181","Table 4a","Fish","Jack, Pacific crevalle","Pacific crevalle jack","Caranx caninus",1994,"not specified",184,83.4610067500269,92
"FB 181","Table 4a","Fish","Ray, Pacific electric","Pacific electric ray","Tetronarce californica",1994,"not specified",1326,601.46355951378,3746
"FB 181","Table 4a","Fish","Whiting, Pacific","Pacific hake (whiting)","Merluccius productus",1994,"not specified",7964783,3612765.25937771,353990
"FB 181","Table 4a","Fish","Halibut, Pacific","Pacific halibut","Hippoglossus stenolepis",1994,"not specified",371,168.282790784022,1163
"FB 181","Table 4a","Fish","Herring roe on kelp","Pacific herring","Clupea pallasii pallasii",1994,"roe on kelp",67855,30778.5142012123,135710
"FB 181","Table 4a","Fish","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",1994,"not specified",168660,76502.8989046713,73849
"FB 181","Table 4a","Fish","Herring, roe","Pacific herring","Clupea pallasii pallasii",1994,"roe",6335797,2873869.54447717,2821352
"FB 181","Table 4a","Fish","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1994,"not specified",5960971,2703851.30906366,377037
"FB 181","Table 4a","Fish","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1994,"not specified",22063343,10007765.3209302,1291080
"FB 181","Table 4a","Fish","Butterfish (Pacific pompano)","Pacific pompano (butterfish)","Peprilus simillimus",1994,"not specified",14411,6536.72047975346,20711
"FB 181","Table 4a","Fish","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",1994,"not specified",91278,41403.0096420052,20918
"FB 181","Table 4a","Fish","Sardine, Pacific","Pacific sardine","Sardinops sagax",1994,"not specified",25669551,11643513.9634846,1400585
"FB 181","Table 4a","Fish","Tomcod, Pacific","Pacific tomcod","Microgadus proximus",1994,"not specified",39,17.6901046915818,87
"FB 181","Table 4a","Fish","Shark, pelagic thresher","Pelagic thresher shark","Alopias pelagicus",1994,"not specified",210,95.254409877748,42
"FB 181","Table 4a","Fish","Sole, petrale","Petrale sole","Eopsetta jordani",1994,"not specified",1211845,549683.715896665,1037680
"FB 181","Table 4a","Fish","Surfperch, pile","Pile surfperch","Rhacochilus vacca",1994,"not specified",795,360.605980251475,685
"FB 181","Table 4a","Fish","Midshipman, plainfin","Plainfin midshipman","Porichthys notatus",1994,"not specified",35,15.8757349796247,28
"FB 181","Table 4a","Fish","Queenfish","Queenfish","Seriphus politus",1994,"not specified",374,169.643568067989,327
"FB 181","Table 4a","Fish","Surfperch, rainbow","Rainbow surfperch","Hypsurus caryi",1994,"not specified",640,290.299153913137,770
"FB 181","Table 4a","Fish","Ray, unspecified","Ray","Rajiformes spp.",1994,"not specified",215,97.5223720176944,68
"FB 181","Table 4a","Fish","Surfperch, redtail","Redtail surfperch","Amphistichus rhodoterus",1994,"not specified",35404,16058.9863205323,35831
"FB 181","Table 4a","Fish","Sole, rex","Rex sole","Glyptocephalus zachirus",1994,"not specified",1256861,570102.63263503,475495
"FB 181","Table 4a","Fish","Sole, rock","Rock sole","Paraplagusia bilineata",1994,"not specified",8400,3810.17639510992,3624
"FB 181","Table 4a","Fish","Wrasse, rock","Rock wrasse","Halichoeres semicinctus",1994,"not specified",4,1.81436971195711,14
"FB 181","Table 4a","Fish","Herring, round","Round herring","Etrumeus acuminatus",1994,"not specified",172685,78328.6084273282,6959
"FB 181","Table 4a","Fish","Surfperch, rubberlip","Rubberlip surfperch","Rhacochilus toxotes",1994,"not specified",282,127.913064692976,444
"FB 181","Table 4a","Fish","Sablefish","Sablefish","Anoplopoma fimbria",1994,"not specified",4790273,2172831.56080147,3390335
"FB 181","Table 4a","Fish","Salmon","Salmon","Oncorhynchus spp.",1994,"not specified",6405,2905.25950127132,14440
"FB 181","Table 4a","Fish","Shark, salmon","Salmon shark","Lamna ditropis",1994,"not specified",168,76.2035279021984,168
"FB 181","Table 4a","Fish","Sole, sand","Sand sole","Psettichthys melanostictus",1994,"not specified",121880,55283.845123333,94443
"FB 181","Table 4a","Fish","Sanddab","Sanddab","Citharichthys spp.",1994,"not specified",1408535,638900.810557875,518173
"FB 181","Table 4a","Fish","Sargo","Sargo","Anisotremus davidsonii",1994,"not specified",312,141.520837532654,298
"FB 181","Table 4a","Fish","Senorita","Senorita","Oxyjulis californica",1994,"not specified",4,1.81436971195711,2
"FB 181","Table 4a","Fish","Shark, sevengill","Sevengill shark","Notorynchus cepedianus",1994,"not specified",48,21.7724365434853,38
"FB 181","Table 4a","Fish","Shark, unspecified","Shark","Selachimorpha spp.",1994,"not specified",12445,5644.95776632654,7378
"FB 181","Table 4a","Fish","Surfperch, shiner","Shiner surfperch","Cymatogaster aggregata",1994,"not specified",4,1.81436971195711,34
"FB 181","Table 4a","Fish","Shark, shortfin mako","Shortfin mako shark","Isurus oxyrinchus",1994,"not specified",193782,87898.0478806179,245255
"FB 181","Table 4a","Fish","Thornyhead, shortspine","Shortspine thornyhead","Sebastolobus alascanus",1994,"not specified",179,81.1930446100805,251
"FB 181","Table 4a","Fish","Guitarfish, shovelnose","Shovelnose guitarfish","Pseudobatos productus",1994,"not specified",10687,4847.5422779214,6929
"FB 181","Table 4a","Fish","Shark, sixgill","Sixgill shark","Hexanchus griseus",1994,"not specified",916,415.490664038177,275
"FB 181","Table 4a","Fish","Skate, unspecified","Skate","Rajidae spp.",1994,"not specified",93236,42291.1436160082,29635
