"year","filename","area","category","species","check","January","February","March","April","May","June","July","August","September","October","November","December","Total"
2018,"Table 13.pdf","","","Shark, brown","","0","0","0","0","0","0","80","25","29","0","0","0","134"
2018,"Table 13.pdf","","smoothhound","smoothhound","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Shark, leopard","","596","291","264","335","0","355","144","80","95","130","155","0","2,445"
2018,"Table 13.pdf","","","Shark, Pacific angel","","1,401","641","603","3,903","7","541","609","524","259","485","1,499","0","10,472"
2018,"Table 13.pdf","","","Shark, sevengill","","0","0","0","0","0","0","0","110","0","0","0","0","110"
2018,"Table 13.pdf","","","Shark, shortfin mako","","20","0","0","0","0","735","297","532","281","0","1,625","634","4,124"
2018,"Table 13.pdf","","","Shark, soupfin","","1,294","497","273","198","0","408","816","89","306","592","1,120","62","5,655"
2018,"Table 13.pdf","","","Shark, spiny dogfish","","0","10","0","0","0","0","125","80","106","200","0","0","521"
2018,"Table 13.pdf","","","Shark, swell","","0","0","0","0","0","25","10","18","0","6","20","0","79"
2018,"Table 13.pdf","","","Shark, thresher","","0","52","60","69","0","2,125","3,876","2,036","185","104","791","395","9,693"
2018,"Table 13.pdf","","","Shark, white","","0","0","0","0","0","0","0","60","0","0","0","0","60"
2018,"Table 13.pdf","","","Sheephead, California","","615","1,216","0","0","1,049","195","1,267","130","2,238","127","285","599","7,721"
2018,"Table 13.pdf","","","Skate, California","","79","34","43","201","0","426","33","0","0","0","0","6","822"
2018,"Table 13.pdf","","","Skate, longnose","","0","0","0","0","0","0","372","0","0","0","0","0","372"
2018,"Table 13.pdf","","","Skate, unspecified","","0","113","3","62","0","12","248","122","63","5","68","0","696"
2018,"Table 13.pdf","","","Sole, curlfin","","0","89","216","323","0","375","222","71","92","8","122","25","1,543"
2018,"Table 13.pdf","","","Sole, Dover","","83","71","7","82","4","34","39","0","63","291","80","25","779"
2018,"Table 13.pdf","","","Sole, English","","0","253","438","693","0","629","272","121","153","19","232","55","2,865"
2018,"Table 13.pdf","","","Sole, fantail","","0","0","0","0","0","0","0","40","133","106","32","0","311"
2018,"Table 13.pdf","","","Sole, petrale","","0","7","0","58","0","0","4","0","0","0","0","0","69"
2018,"Table 13.pdf","","","Sole, rock","","0","0","0","0","0","0","0","3","0","0","0","0","3"
2018,"Table 13.pdf","","","Sole, unspecified","","787","501","0","2","0","444","189","133","40","0","99","24","2,218"
2018,"Table 13.pdf","","","Stingray","","0","1,450","0","0","0","0","0","13","110","275","400","956","3,204"
2018,"Table 13.pdf","","","Swordfish","","851","0","0","0","0","1,260","5,588","6,960","12,257","12,478","15,312","10,015","64,721"
2018,"Table 13.pdf","","","Thornyhead, longspine","","133","166","243","105","121","221","125","252","177","275","213","171","2,202"
2018,"Table 13.pdf","","","Thornyhead, shortspine","","1,971","2,596","1,759","1,118","1,456","945","497","2,125","1,185","1,417","1,488","2,570","19,127"
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Thornyheads","","277","40","112","0","0","111","74","70","127","0","48","0","859"
2018,"Table 13.pdf","","","Tuna, bigeye","","0","0","1,153","0","0","0","0","0","0","0","0","0","1,153"
2018,"Table 13.pdf","","","Tuna, bluefin","","51","0","287","0","0","584","13,646","12,451","9,653","122","482","377","37,653"
2018,"Table 13.pdf","","","Tuna, skipjack","","0","0","0","0","0","0","0","451,716","1,968,487","38,629","346","3,102","2,462,280"
2018,"Table 13.pdf","","","Tuna, yellowfin","","0","0","0","0","0","0","526,763","1,924,355","583,915","200","637","378","3,036,248"
2018,"Table 13.pdf","","","Turbot","","0","0","0","0","0","0","0","2","0","0","0","0","2"
2018,"Table 13.pdf","","","Whitefish, ocean","","324","110","445","106","491","135","185","240","724","1,363","514","719","5,355"
2018,"Table 13.pdf","","","Whiting, Pacific","","1","0","0","0","0","0","0","0","0","0","0","0","1"
2018,"Table 13.pdf","","","Yellowtail","","1,354","183","408","83","323","1,705","2,586","2,499","365","1,636","222","83","11,447"
2018,"Table 13.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Crab, box","","785","301","665","752","931","1,071","512","630","432","487","197","840","7,603"
2018,"Table 13.pdf","","","Crab, brown rock","","90","161","305","721","353","266","783","856","366","169","165","221","4,456"
2018,"Table 13.pdf","","","Crab, king","","0","31","28","60","119","262","115","220","591","121","69","102","1,718"
2018,"Table 13.pdf","","","Crab, red rock","","1,759","1,195","919","1,466","7,474","2,415","1,434","75","2,154","804","69","857","20,621"
2018,"Table 13.pdf","","","Crab, rock unspecified","","1,060","1,194","0","0","131","1,593","1,174","2,810","1,110","581","1,675","1,259","12,587"
2018,"Table 13.pdf","","","Crab, spider","","2,180","1,345","987","256","350","243","450","1,169","1,022","1,113","2,885","3,693","15,691"
2018,"Table 13.pdf","","","Crab, spider/sheep claws","","0","0","0","0","0","0","91","92","0","0","0","0","183"
2018,"Table 13.pdf","","","Crab, yellow rock","","4,071","3,778","4,119","6,037","8,811","5,671","18,761","19,476","9,951","6,745","5,666","10,808","103,895"
2018,"Table 13.pdf","","","Lobster, California spiny","","26,224","14,584","10,367","0","65","0","0","0","179","100,802","42,185","43,475","237,881"
2018,"Table 13.pdf","","","Prawn, ridgeback","","7,224","10,950","10,846","3,921","1,272","0","0","0","0","660","1,024","877","36,774"
2018,"Table 13.pdf","","","Prawn, spot","","0","4,885","6,523","5,598","10,096","6,765","9,301","8,191","11,144","10,638","0","0","73,141"
2018,"Table 13.pdf","","","Shrimp, mantis","","0","1","0","0","0","0","0","0","0","0","0","0","1"
2018,"Table 13.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Bat star","","7","27","28","0","0","0","0","0","0","0","0","0","62"
2018,"Table 13.pdf","","","Echinoderm, unspecified","","0","0","278","0","0","0","0","0","0","0","0","0","278"
2018,"Table 13.pdf","","","Sea cucumber, giant red","","0","125","0","0","200","0","455","821","22","0","0","0","1,623"
2018,"Table 13.pdf","","","Sea cucumber,","","0","0","0","0","30","0","0","0","0","0","0","0","30"
2018,"Table 13.pdf","","unspecified","unspecified","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Sea cucumber, warty","","25","173","726","0","0","2,237","7,750","4,163","1,778","0","0","466","17,319"
2018,"Table 13.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Sea stars","","0","0","0","9","26","25","11","0","4","5","5","0","84"
2018,"Table 13.pdf","","","Sea urchin, purple","","6","13","38","22","120","0","1,175","0","0","0","7","14","1,395"
2018,"Table 13.pdf","","","Sea urchin, red","","85,935","84,770","99,755","61,943","72,524","85,797","85,658","66,852","64,767","74,417","66,649","56,159","905,226"
2018,"Table 13.pdf","","","Sea urchin, white","","0","0","0","1","3","0","2","0","22","0","0","90","118"
2018,"Table 13.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Limpet, keyhole","","0","0","0","205","0","0","0","149","0","0","0","0","354"
2018,"Table 13.pdf","","","Octopus, unspecified","","0","0","37","10","28","22","0","93","0","56","0","28","274"
2018,"Table 13.pdf","","","Sea hare","","26","64","106","75","34","8","129","71","61","49","30","25","677"
2018,"Table 13.pdf","","","Snail, sea","","0","0","0","0","0","0","0","0","0","50","65","37","152"
2018,"Table 13.pdf","","","Snail, top","","42","0","0","0","0","0","0","0","0","0","0","0","42"
2018,"Table 13.pdf","","","Squid, market","","4,336,645","3,845,952","158,209","0","0","265,971","61,663","0","0","339,429","1,587,717","4,306,840","14,902,426"
2018,"Table 13.pdf","","","Whelk, Kellet's","","3,260","2,134","1,200","0","50","0","261","779","456","4,336","2,278","2,553","17,307"
2018,"Table 13.pdf","","PLANTS","PLANTS","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Kelp, giant","","0","479","0","276","502","0","0","0","0","0","0","0","1,256"
2018,"Table 13.pdf","","","Water Area Total:","","4,693,895","4,208,120","410,539","123,495","137,344","1,162,874","2,992,223","4,065,334","3,477,844","725,649","1,874,764","4,650,608","28,522,689"
2018,"Table 13.pdf","","Other Waters","Other Waters","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Dolphin (fish)","","88","26","0","1,991","67","98","0","22","0","1,088","1,279","1,056","5,715"
2018,"Table 13.pdf","","","Escolar","","860","37","0","94","319","210","0","610","0","1,172","817","1,083","5,202"
2018,"Table 13.pdf","","","Fish, unspecified","","0","0","0","31","0","0","0","46","0","0","0","0","77"
2018,"Table 13.pdf","","","Opah","","21,188","1,238","237","13,780","6,940","5,367","1,596","17,692","0","51,225","14,665","8,276","142,204"
2018,"Table 13.pdf","","","Pomfret","","443","0","0","0","239","688","0","704","0","2,674","738","303","5,789"
2018,"Table 13.pdf","","","Shark, shortfin mako","","1,380","2,631","230","81","0","145","0","220","0","1,554","226","0","6,467"
2018,"Table 13.pdf","","","Swordfish","","58,031","119,835","27,779","45,152","712","891","0","388","0","258","0","0","253,046"
2018,"Table 13.pdf","","","Tuna, albacore","","0","32","0","0","0","0","0","0","0","4,812","0","0","4,844"
2018,"Table 13.pdf","","","Tuna, bigeye","","49,479","11,739","52,372","30,510","30,371","15,006","43,098","13,160","0","9,709","28,956","26,370","310,770"
2018,"Table 13.pdf","","","Tuna, skipjack","","1,057","0","0","0","198","0","0","0","0","0","90","5,832","7,177"
2018,"Table 13.pdf","","","Tuna, yellowfin","","3,366","300","0","0","4,983","3,602","0","0","0","0","0","1,256","13,507"
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Wahoo","","716","0","0","487","901","364","0","1,804","0","150","255","1,868","6,545"
2018,"Table 13.pdf","","","Water Area Total:","","136,608","135,838","80,618","92,126","44,730","26,371","44,694","34,646","0","72,642","47,026","46,044","761,343"
2018,"Table 13.pdf","","Waters South of State","Waters South of State","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Dolphin (fish)","","0","0","0","0","0","0","0","339","0","0","0","0","339"
2018,"Table 13.pdf","","","Opah","","0","0","1,191","0","0","0","0","0","0","0","0","0","1,191"
2018,"Table 13.pdf","","","Swordfish","","0","0","0","0","0","0","0","2,526","0","0","0","0","2,526"
2018,"Table 13.pdf","","","Tuna, bigeye","","0","0","23,740","0","0","0","0","617","0","0","0","0","24,357"
2018,"Table 13.pdf","","","Water Area Total:","","0","0","24,931","0","0","0","0","3,482","0","0","0","0","28,413"
2018,"Table 13.pdf","","","Grand Total:","","4,830,503","4,343,958","516,088","215,621","182,074","1,189,245","3,036,917","4,103,462","3,477,844","798,291","1,921,790","4,696,652","29,312,445"
2018,"Table 14BB.pdf","","FISHES","FISHES","","","","","","","","","","","","",,""
2018,"Table 14BB.pdf","","","Anchovy, northern","","0","0","0","0","0","0","0","19","0","0","0","0","19"
2018,"Table 14BB.pdf","","","Croaker, white","","0","0","0","0","0","0","10","9","110","80","132","0","341"
2018,"Table 14BB.pdf","","","Hagfish, Pacific","","0","0","0","0","0","0","0","28,540","39,775","53,191","13,752","0","135,258"
2018,"Table 14BB.pdf","","","Hagfish, unspecified","","39,574","14,629","27,753","47,128","42,732","45,899","35,227","20,416","20,829","0","0","0","294,187"
2018,"Table 14BB.pdf","","","Halibut, California","","0","0","0","142","7,899","274","2,612","1,453","344","179","0","0","12,903"
2018,"Table 14BB.pdf","","","Lingcod","","196","492","0","36","482","8","1,082","1,006","1,234","1,065","862","145","6,608"
2018,"Table 14BB.pdf","","","Mackerel, bullet","","0","0","0","0","0","0","0","6","0","0","0","0","6"
2018,"Table 14BB.pdf","","","Rockfish, bank","","0","0","0","0","0","0","100","22","123","0","45","140","430"
2018,"Table 14BB.pdf","","","Rockfish, blackgill","","46","54","411","605","740","67","107","202","674","842","220","138","4,106"
2018,"Table 14BB.pdf","","","Rockfish, bocaccio","","0","0","278","7","81","42","557","431","488","678","795","307","3,663"
2018,"Table 14BB.pdf","","","Rockfish, brown","","0","0","0","0","0","0","0","0","0","0","22","0","22"
2018,"Table 14BB.pdf","","","Rockfish, canary","","0","2","0","0","0","12","0","21","9","18","4","0","66"
2018,"Table 14BB.pdf","","","Rockfish, chilipepper","","0","0","144","0","0","0","123","833","764","1,351","897","280","4,392"
2018,"Table 14BB.pdf","","","Rockfish, olive","","0","0","0","0","76","0","0","0","0","0","0","0","76"
2018,"Table 14BB.pdf","","","Rockfish, redbanded","","0","0","0","0","0","0","0","0","0","16","0","0","16"
2018,"Table 14BB.pdf","","","Rockfish, speckled","","0","0","0","0","45","0","0","0","0","2","0","0","47"
2018,"Table 14BB.pdf","","","Rockfish, unspecified","","0","0","0","0","0","0","8","0","0","0","0","0","8"
2018,"Table 14BB.pdf","","","Rockfish, vermilion","","0","10","0","0","0","9","5","4","19","2","11","0","60"
2018,"Table 14BB.pdf","","","Rockfish, widow","","0","0","0","0","54","0","22","11","0","135","10","0","232"
2018,"Table 14BB.pdf","","","Rockfish, yellowtail","","0","0","0","0","1,289","811","1,211","1,967","1,215","855","566","0","7,912"
2018,"Table 14BB.pdf","","","Sablefish","","8,151","4,459","13,861","21,886","19,780","2,707","6,381","1,280","8,431","10,891","8,781","78","106,686"
2018,"Table 14BB.pdf","","","Salmon, Chinook","","0","0","0","0","708","902","10,158","69,355","14,453","1,748","0","0","97,324"
2018,"Table 14BB.pdf","","","Salmon, Roe (Chinook,","","0","0","0","0","0","0","0","2","2","0","0","0","4"
2018,"Table 14BB.pdf","","Coho)","Coho)","","","","","","","","","","","","",,""
2018,"Table 14BB.pdf","","","Seabass, white","","0","0","0","0","0","0","0","0","53","67","0","0","119"
2018,"Table 14BB.pdf","","","Shark, spiny dogfish","","0","0","0","0","0","0","0","0","0","0","10","0","10"
2018,"Table 14BB.pdf","","","Sole, petrale","","0","0","0","0","0","0","0","8","0","0","0","22","30"
2018,"Table 14BB.pdf","","","Thornyhead, shortspine","","343","113","135","403","292","96","0","0","7","0","0","0","1,389"
2018,"Table 14BB.pdf","","","Tuna, albacore","","0","0","0","0","0","0","0","7,830","1,196","2,667","0","0","11,693"
2018,"Table 14BB.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14BB.pdf","","","Tuna, skipjack","","0","0","0","0","0","0","0","0","48","0","0","0","48"
2018,"Table 14BB.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 14BB.pdf","","","Crab, brown rock","","0","0","0","0","0","1,499","425","238","0","1,834","2,505","0","6,501"
2018,"Table 14BB.pdf","","","Crab, Dungeness","","107,418","45,686","69,882","16,554","53,841","30,377","278","0","0","0","518,312","364,689","1,207,038"
2018,"Table 14BB.pdf","","","Crab, red rock","","0","0","1,446","928","934","7,694","1,778","3,083","0","3,545","1,863","0","21,271"
2018,"Table 14BB.pdf","","","Crab, rock unspecified","","0","1,711","3,719","8,779","9,423","560","1,374","0","99","909","693","6","27,272"
2018,"Table 14BB.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 14BB.pdf","","","Sea cucumber, giant red","","0","0","19","300","175","160","554","485","20","0","0","0","1,713"
2018,"Table 14BB.pdf","","","Sea urchin, red","","0","0","700","90","0","0","500","1,930","2,716","0","2,200","0","8,136"
2018,"Table 14BB.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 14BB.pdf","","","Octopus, unspecified","","0","0","108","0","0","0","0","0","0","0","0","52","160"
2018,"Table 14BB.pdf","","","Water Area Total:","","155,728","67,158","118,456","96,858","138,550","91,117","62,511","139,150","92,607","80,074","551,679","365,858","1,959,745"
2018,"Table 14BB.pdf","","","Grand Total:","","155,728","67,158","118,456","96,858","138,550","91,117","62,511","139,150","92,607","80,074","551,679","365,858","1,959,745"
2018,"Table 14DS.pdf","","FISHES","FISHES","",,,,"","","","","","","","","",""
2018,"Table 14DS.pdf","","","Goby, yellowfin","","0","0","0","0","0","0","0","0","10","76","37","0","123"
2018,"Table 14DS.pdf","","","Shad, threadfin","","185","0","0","460","445","161","465","140","5,835","7,380","5,905","1,005","21,981"
2018,"Table 14DS.pdf","","CRUSTACEANS","CRUSTACEANS","",,,,"","","","","","","","","",""
2018,"Table 14DS.pdf","","","Crayfish, red swamp","","0","0","0","0","0","0","0","100","1,127","0","0","0","1,227"
2018,"Table 14DS.pdf","","","Crayfish, signal","","0","0","0","0","0","0","4,082","6,199","0","0","0","0","10,281"
2018,"Table 14DS.pdf","","","Crayfish, unspecified","","130","475","337","991","1,997","13,366","10,522","11,922","33,812","12,320","3,051","2,565","91,488"
2018,"Table 14DS.pdf","","","Water Area Total:","","315","475","337","1,451","2,442","13,527","15,069","18,361","40,784","19,776","8,993","3,570","125,100"
2018,"Table 14DS.pdf","","Other Waters","Other Waters","",,,,"","","","","","","","","",""
2018,"Table 14DS.pdf","","CRUSTACEANS","CRUSTACEANS","",,,,"","","","","","","","","",""
2018,"Table 14DS.pdf","","","Crayfish, unspecified","","0","0","0","0","0","0","0","580","0","0","0","0","580"
2018,"Table 14DS.pdf","","","Water Area Total:","","0","0","0","0","0","0","0","580","0","0","0","0","580"
2018,"Table 14DS.pdf","","","Grand Total:","","315","475","337","1,451","2,442","13,527","15,069","18,941","40,784","19,776","8,993","3,570","125,680"
2018,"Table 14FB.pdf","","FISHES","FISHES","","",,"","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Cabezon","","548","511","0","0","1,015","683","1,579","1,892","1,767","933","1,043","10","9,982"
2018,"Table 14FB.pdf","","","Fish, unspecified","","0","0","0","0","0","0","0","0","171","0","0","0","171"
2018,"Table 14FB.pdf","","","Flounder, arrowtooth","","40","0","34","43","1","0","0","0","5","0","0","0","123"
2018,"Table 14FB.pdf","","","Flounder, starry","","0","0","0","0","2","0","0","0","0","0","0","0","2"
2018,"Table 14FB.pdf","","","Greenling, kelp","","52","118","0","0","126","203","185","190","307","114","144","21","1,459"
2018,"Table 14FB.pdf","","","Grenadier","","1","0","0","122","0","0","714","0","0","0","0","5","842"
2018,"Table 14FB.pdf","","","Hagfish, Pacific","","0","0","0","0","0","0","0","0","19,103","9,525","0","0","28,628"
2018,"Table 14FB.pdf","","","Hagfish, unspecified","","3,228","792","24,225","19,353","23,119","11,644","13,399","18,218","40,192","35,089","29,512","10,670","229,441"
2018,"Table 14FB.pdf","","","Halibut, California","","0","0","0","0","86","0","39","82","0","0","76","21","303"
2018,"Table 14FB.pdf","","","Lingcod","","1,227","700","1,970","5,987","18,616","18,184","5,199","6,494","6,770","24,404","15,023","4,894","109,466"
2018,"Table 14FB.pdf","","","Mackerel, jack","","0","0","2","0","0","0","14","28","0","0","0","0","44"
2018,"Table 14FB.pdf","","","Mackerel, Pacific","","0","0","0","0","0","0","0","7","0","0","0","0","7"
2018,"Table 14FB.pdf","","","Mackerel, unspecified","","0","0","0","0","0","0","137","0","0","0","0","0","137"
2018,"Table 14FB.pdf","","","Prickleback, monkeyface","","0","0","0","0","6","0","0","0","0","0","0","0","6"
2018,"Table 14FB.pdf","","(eel)","(eel)","","",,"","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Ratfish, spotted","","0","0","124","29","0","0","0","0","0","0","0","0","153"
2018,"Table 14FB.pdf","","","Rockfish, aurora","","231","0","0","0","0","0","94","0","555","4","0","140","1,024"
2018,"Table 14FB.pdf","","","Rockfish, bank","","6","0","0","0","0","0","0","21,443","0","8,229","2,154","12,717","44,549"
2018,"Table 14FB.pdf","","","Rockfish, black","","17","4","0","0","253","157","58","28","37","59","28","9","649"
2018,"Table 14FB.pdf","","","Rockfish, black-and-yellow","","78","79","0","0","175","174","407","268","778","425","160","4","2,548"
2018,"Table 14FB.pdf","","","Rockfish, blackgill","","4,104","2","283","61","343","3","7,648","6,961","25,713","12,622","10,534","661","68,934"
2018,"Table 14FB.pdf","","","Rockfish, blue","","5","17","0","0","18","193","78","60","66","40","29","7","513"
2018,"Table 14FB.pdf","","","Rockfish, bocaccio","","0","0","3,764","37,434","11,687","16,541","14,576","12,986","337","66,629","24,997","21,812","210,762"
2018,"Table 14FB.pdf","","","Rockfish, brown","","0","18","0","0","134","0","91","52","4","0","0","0","298"
2018,"Table 14FB.pdf","","","Rockfish, canary","","203","147","227","618","632","741","938","666","976","1,222","910","536","7,816"
2018,"Table 14FB.pdf","","","Rockfish, chilipepper","","0","0","71,583","78,432","11,941","25,964","18,585","8,275","1,862","47,689","36,656","21,530","322,517"
2018,"Table 14FB.pdf","","","Rockfish, China","","140","179","0","0","168","90","348","579","129","365","94","44","2,137"
2018,"Table 14FB.pdf","","","Rockfish, copper","","156","593","0","0","521","778","1,374","657","769","849","1,231","683","7,612"
2018,"Table 14FB.pdf","","","Rockfish, darkblotched","","112","0","2","0","20,334","0","562","407","98","1,292","1,429","2,485","26,721"
2018,"Table 14FB.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Rockfish, gopher","","116","245","0","0","254","157","359","1,396","277","1,120","193","9","4,125"
2018,"Table 14FB.pdf","","","Rockfish, grass","","26","27","0","0","68","211","276","71","401","57","112","0","1,248"
2018,"Table 14FB.pdf","","","Rockfish, greenblotched","","0","0","0","0","0","0","0","0","0","17","0","0","17"
2018,"Table 14FB.pdf","","","Rockfish, greenspotted","","0","0","0","0","0","0","7","0","0","22","19","4","52"
2018,"Table 14FB.pdf","","","Rockfish, greenstriped","","0","0","0","63","0","0","17","0","0","0","0","0","80"
2018,"Table 14FB.pdf","","","Rockfish, group bolina","","0","0","0","0","0","0","54","122","8","69","0","0","253"
2018,"Table 14FB.pdf","","","Rockfish, group red","","0","0","0","0","0","0","0","0","0","0","41","0","41"
2018,"Table 14FB.pdf","","","Rockfish, group shelf","","3","3","0","0","977","9","129","3","1","0","23","0","1,148"
2018,"Table 14FB.pdf","","","Rockfish, group slope","","0","0","19","20","0","1","14,372","8,815","2,480","1,290","553","0","27,550"
2018,"Table 14FB.pdf","","","Rockfish, group small","","0","0","0","0","0","0","0","6","0","0","0","0","6"
2018,"Table 14FB.pdf","","","Rockfish, olive","","0","0","0","0","24","0","7","46","4","0","2","0","83"
2018,"Table 14FB.pdf","","","Rockfish, Pacific ocean","","0","0","0","0","0","0","2","0","0","0","0","0","2"
2018,"Table 14FB.pdf","","perch","perch","","","","","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Rockfish, quillback","","110","144","0","0","136","306","359","168","294","295","377","201","2,391"
2018,"Table 14FB.pdf","","","Rockfish, redbanded","","73","0","0","281","5","0","116","146","0","252","81","45","999"
2018,"Table 14FB.pdf","","","Rockfish, rosethorn","","12","0","0","0","40","50","92","32","25","11","51","19","330"
2018,"Table 14FB.pdf","","","Rockfish, rosy","","0","13","0","0","0","63","2","0","1","30","49","15","174"
2018,"Table 14FB.pdf","","","Rockfish, rougheye","","0","0","0","0","0","0","39","0","0","0","0","0","39"
2018,"Table 14FB.pdf","","","Rockfish, shortbelly","","0","0","188","90","0","6","32","0","22","0","0","0","338"
2018,"Table 14FB.pdf","","","Rockfish, shortraker","","0","0","0","0","6","0","16","8","0","35","0","0","65"
2018,"Table 14FB.pdf","","","Rockfish, splitnose","","334","0","24","0","0","0","24","0","649","553","532","210","2,326"
2018,"Table 14FB.pdf","","","Rockfish, starry","","0","0","0","0","2","14","28","12","16","13","48","13","146"
2018,"Table 14FB.pdf","","","Rockfish, unspecified","","0","0","0","0","0","0","0","0","11","0","0","0","11"
2018,"Table 14FB.pdf","","","Rockfish, vermilion","","221","164","0","0","618","371","414","926","727","436","499","188","4,564"
2018,"Table 14FB.pdf","","","Rockfish, widow","","4","0","25","55","15","28","33","16","24","215","23","66","504"
2018,"Table 14FB.pdf","","","Rockfish, yelloweye","","0","0","0","1","0","0","0","0","0","0","0","0","1"
2018,"Table 14FB.pdf","","","Rockfish, yellowtail","","4","2","2","0","122","80","442","99","1,518","1,675","367","25","4,335"
2018,"Table 14FB.pdf","","","Sablefish","","35,060","12,097","36,752","87,493","125,746","15,190","83,643","100,539","91,673","121,369","101,790","39,109","850,460"
2018,"Table 14FB.pdf","","","Salmon, Chinook","","0","0","0","18","105","116","88,395","52,284","3,215","25","0","0","144,158"
2018,"Table 14FB.pdf","","FISHES","FISHES","","",,"","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Salmon, Roe (Chinook,","","0","0","0","0","0","0","4","30","0","0","0","0","34"
2018,"Table 14FB.pdf","","Coho)","Coho)","","",,"","","","","","","","","","",""
2018,"Table 14FB.pdf","","","Sanddab","","0","0","3","224","577","346","0","0","0","0","0","0","1,150"
2018,"Table 14FB.pdf","","","Sanddab, Pacific","","0","0","19","0","0","0","627","0","53","14","0","0","713"
2018,"Table 14FB.pdf","","","Sculpin, staghorn","","0","0","0","0","0","0","0","2","3","0","0","0","5"
2018,"Table 14FB.pdf","","","Shad, American","","0","0","430","123","59","119","0","0","0","0","0","0","731"
2018,"Table 14FB.pdf","","","Shark, spiny dogfish","","8","0","15","122","1","0","0","0","0","0","0","0","146"
2018,"Table 14FB.pdf","","","Skate, big","","7","0","0","0","741","352","955","0","0","0","0","0","2,055"
2018,"Table 14FB.pdf","","","Skate, California","","0","0","0","0","0","0","0","0","0","0","0","40","40"
2018,"Table 14FB.pdf","","","Skate, longnose","","2,134","0","1,082","2,717","859","1,000","3,265","4,097","8,814","2,006","278","0","26,252"
2018,"Table 14FB.pdf","","","Skate, unspecified","","0","0","1","0","0","0","0","0","0","0","0","0","1"
2018,"Table 14FB.pdf","","","Sole, curlfin","","0","0","0","1","24","0","36","0","0","0","0","0","61"
2018,"Table 14FB.pdf","","","Sole, Dover","","22,787","0","32,500","4,659","18,084","13,622","49,577","28,495","65,275","77,838","38,327","19,814","370,978"
2018,"Table 14FB.pdf","","","Sole, English","","486","0","56","1,320","153","1,582","1,720","0","1,735","3,095","202","121","10,470"
2018,"Table 14FB.pdf","","","Sole, petrale","","17,026","0","11,865","11,939","15,052","10,393","14,221","85","13,618","27,514","28,224","22,904","172,841"
2018,"Table 14FB.pdf","","","Sole, rex","","2,490","0","329","457","223","315","2,048","1,399","3,809","4,194","4,073","1,339","20,676"
2018,"Table 14FB.pdf","","","Sole, rock","","6","6","0","0","0","8","0","2","0","8","2","3","35"
2018,"Table 14FB.pdf","","","Sole, sand","","0","0","0","0","0","13","0","0","2","0","0","0","15"
2018,"Table 14FB.pdf","","","Sole, slender","","19","0","6","20","65","0","29","0","35","4","0","0","178"
2018,"Table 14FB.pdf","","","Sole, unspecified","","0","0","81","0","0","51","431","0","0","0","182","0","745"
2018,"Table 14FB.pdf","","","Surfperch, calico","","0","0","0","73","0","0","0","0","0","0","0","0","73"
2018,"Table 14FB.pdf","","","Surfperch, redtail","","0","0","0","70","0","0","0","0","0","0","0","0","70"
2018,"Table 14FB.pdf","","","Thornyhead, longspine","","11,339","0","14,063","1,782","2,467","4,199","23,458","3,933","12,722","20,103","16,707","13,502","124,275"
2018,"Table 14FB.pdf","","","Thornyhead, shortspine","","4,559","45","4,281","950","3,432","1,231","8,023","5,678","12,797","13,641","9,009","8,490","72,136"
2018,"Table 14FB.pdf","","","Trawled fish, unspecified","","46","0","92","0","0","0","0","0","0","0","0","0","138"
2018,"Table 14FB.pdf","","","Tuna, albacore","","0","0","0","0","0","0","480","15,091","7,746","0","0","0","23,317"
2018,"Table 14FB.pdf","","","Turbot","","0","0","0","0","0","37","0","0","0","0","0","0","37"
2018,"Table 14FB.pdf","","","Whiting, Pacific","","5","0","0","3","33","0","0","0","0","119","0","0","160"
